gene_id,U_statistic,p_value,bonferonni_p_value,group,gene_name
ENSG00000103248,0.0,1.01872631095e-13,1.89421970259e-09,M1_08+M6_04,MTHFSD
ENSG00000104901,0.0,1.01872631095e-13,1.89421970259e-09,M1_08+M6_04,DKKL1
ENSG00000259992,0.0,1.01872631095e-13,1.89421970259e-09,M1_08+M6_04,RP11-77K12.8
ENSG00000184785,0.0,1.01872631095e-13,1.89421970259e-09,M1_08+M6_04,SMIM10
ENSG00000187942,0.0,1.01872631095e-13,1.89421970259e-09,M1_08+M6_04,LDLRAD2
ENSG00000173156,0.0,1.01872631095e-13,1.89421970259e-09,M1_08+M6_04,RHOD
ENSG00000165175,0.0,1.01872631095e-13,1.89421970259e-09,M1_08+M6_04,MID1IP1
ENSG00000243749,0.0,1.01872631095e-13,1.89421970259e-09,M1_08+M6_04,ZMYM6NB
ENSG00000136383,0.0,1.01872631095e-13,1.89421970259e-09,M1_08+M6_04,ALPK3
ENSG00000183963,0.0,1.01872631095e-13,1.89421970259e-09,M1_08+M6_04,SMTN
ENSG00000172819,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,RARG
ENSG00000111780,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,AL021546.6
ENSG00000117154,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,IGSF21
ENSG00000068831,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,RASGRP2
ENSG00000145685,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,LHFPL2
ENSG00000179476,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,C14orf28
ENSG00000172183,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,ISG20
ENSG00000270101,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,RP11-24B19.3
ENSG00000121060,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,TRIM25
ENSG00000153443,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,UBALD1
ENSG00000196363,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,WDR5
ENSG00000253961,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,RP11-363L24.3
ENSG00000141295,0.0,7.11541748379e-10,1.32304072694e-05,M1_08+M6_04,SCRN2
ENSG00000234465,1.0,1.42763960813e-09,2.65455308736e-05,M1_08+M6_04,PINLYP
ENSG00000254705,2.0,2.82887347017e-09,5.26000733043e-05,M1_08+M6_04,RP11-675M1.2
ENSG00000119703,2.0,2.82887347017e-09,5.26000733043e-05,M1_08+M6_04,ZC2HC1C
ENSG00000100985,2.0,2.82887347017e-09,5.26000733043e-05,M1_08+M6_04,MMP9
ENSG00000261597,2.0,2.82887347017e-09,5.26000733043e-05,M1_08+M6_04,RP11-353B9.1
ENSG00000116117,2.0,2.82887347017e-09,5.26000733043e-05,M1_08+M6_04,PARD3B
ENSG00000186193,2.0,2.82887347017e-09,5.26000733043e-05,M1_08+M6_04,SAPCD2
ENSG00000101400,2.0,2.82887347017e-09,5.26000733043e-05,M1_08+M6_04,SNTA1
