,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction,gene_type
43867,DYNC1I2,NPC,ENSG00000075218,-0.506066775172,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,GTSE1,(-) Negative,protein_coding
43881,DYNC1I2,NPC,ENSG00000075420,-0.52132372043,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,FNDC3B,(-) Negative,protein_coding
43931,DYNC1I2,NPC,ENSG00000077264,0.509508070139,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PAK3,(+) Positive,protein_coding
43932,DYNC1I2,NPC,ENSG00000077279,0.583906765235,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,DCX,(+) Positive,protein_coding
43953,DYNC1I2,NPC,ENSG00000078142,0.544987624245,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PIK3C3,(+) Positive,protein_coding
43969,DYNC1I2,NPC,ENSG00000078699,0.634989762963,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CBFA2T2,(+) Positive,protein_coding
43978,DYNC1I2,NPC,ENSG00000079102,0.580712201773,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RUNX1T1,(+) Positive,protein_coding
44038,DYNC1I2,NPC,ENSG00000081760,0.578854029913,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,AACS,(+) Positive,protein_coding
44105,DYNC1I2,NPC,ENSG00000084628,0.521952292183,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,NKAIN1,(+) Positive,protein_coding
44282,DYNC1I2,NPC,ENSG00000090097,0.577796936787,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PCBP4,(+) Positive,protein_coding
44334,DYNC1I2,NPC,ENSG00000091592,0.573172288756,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,NLRP1,(+) Positive,protein_coding
44342,DYNC1I2,NPC,ENSG00000091972,0.546887758335,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CD200,(+) Positive,protein_coding
44357,DYNC1I2,NPC,ENSG00000092201,-0.514274470863,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SUPT16H,(-) Negative,protein_coding
44392,DYNC1I2,NPC,ENSG00000094916,-0.684419729193,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CBX5,(-) Negative,protein_coding
44502,DYNC1I2,NPC,ENSG00000100105,0.540627225488,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PATZ1,(+) Positive,protein_coding
44551,DYNC1I2,NPC,ENSG00000100320,0.53768151692,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RBFOX2,(+) Positive,protein_coding
44735,DYNC1I2,NPC,ENSG00000101417,0.61662649869,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PXMP4,(+) Positive,protein_coding
44740,DYNC1I2,NPC,ENSG00000101444,-0.503539311258,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,AHCY,(-) Negative,protein_coding
44813,DYNC1I2,NPC,ENSG00000102218,0.569420373002,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RP2,(+) Positive,protein_coding
44967,DYNC1I2,NPC,ENSG00000104112,0.71012812126,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SCG3,(+) Positive,protein_coding
45003,DYNC1I2,NPC,ENSG00000104435,0.722784296707,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,STMN2,(+) Positive,protein_coding
45027,DYNC1I2,NPC,ENSG00000104722,0.563887871176,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,NEFM,(+) Positive,protein_coding
45059,DYNC1I2,NPC,ENSG00000104946,0.505618059332,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TBC1D17,(+) Positive,protein_coding
45087,DYNC1I2,NPC,ENSG00000105193,-0.549917391178,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RPS16,(-) Negative,protein_coding
45094,DYNC1I2,NPC,ENSG00000105245,0.659661681279,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,NUMBL,(+) Positive,protein_coding
45134,DYNC1I2,NPC,ENSG00000105518,0.514554912273,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TMEM205,(+) Positive,protein_coding
45251,DYNC1I2,NPC,ENSG00000106392,0.569584836036,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,C1GALT1,(+) Positive,protein_coding
45312,DYNC1I2,NPC,ENSG00000107105,0.749462636013,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ELAVL2,(+) Positive,protein_coding
45381,DYNC1I2,NPC,ENSG00000108001,0.739415900486,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,EBF3,(+) Positive,protein_coding
45488,DYNC1I2,NPC,ENSG00000109079,0.519830982833,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TNFAIP1,(+) Positive,protein_coding
45548,DYNC1I2,NPC,ENSG00000109881,-0.63863538878,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CCDC34,(-) Negative,protein_coding
45779,DYNC1I2,NPC,ENSG00000112339,0.510672866967,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,HBS1L,(+) Positive,protein_coding
45791,DYNC1I2,NPC,ENSG00000112531,-0.534672915151,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,QKI,(-) Negative,protein_coding
45875,DYNC1I2,NPC,ENSG00000113597,0.531533182678,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TRAPPC13,(+) Positive,protein_coding
45883,DYNC1I2,NPC,ENSG00000113657,0.602776947601,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,DPYSL3,(+) Positive,protein_coding
45967,DYNC1I2,NPC,ENSG00000114850,-0.525201142874,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SSR3,(-) Negative,protein_coding
46006,DYNC1I2,NPC,ENSG00000115268,-0.535339024388,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RPS15,(-) Negative,protein_coding
46132,DYNC1I2,NPC,ENSG00000116574,0.52012952515,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RHOU,(+) Positive,protein_coding
46168,DYNC1I2,NPC,ENSG00000116857,-0.515851234209,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TMEM9,(-) Negative,protein_coding
46187,DYNC1I2,NPC,ENSG00000117016,0.519075706492,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RIMS3,(+) Positive,protein_coding
46251,DYNC1I2,NPC,ENSG00000117697,-0.54002429387,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,NSL1,(-) Negative,protein_coding
46252,DYNC1I2,NPC,ENSG00000117707,0.515777642043,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PROX1,(+) Positive,protein_coding
46312,DYNC1I2,NPC,ENSG00000118689,0.611863745239,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,FOXO3,(+) Positive,protein_coding
46368,DYNC1I2,NPC,ENSG00000119547,0.736569689878,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ONECUT2,(+) Positive,protein_coding
46416,DYNC1I2,NPC,ENSG00000119950,0.508868628219,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MXI1,(+) Positive,protein_coding
46639,DYNC1I2,NPC,ENSG00000123106,0.517259128081,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CCDC91,(+) Positive,protein_coding
46653,DYNC1I2,NPC,ENSG00000123219,-0.507221925685,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CENPK,(-) Negative,protein_coding
46669,DYNC1I2,NPC,ENSG00000123416,-0.636973144028,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TUBA1B,(-) Negative,protein_coding
46735,DYNC1I2,NPC,ENSG00000124260,0.505410950001,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MAGEA10,(+) Positive,protein_coding
46746,DYNC1I2,NPC,ENSG00000124406,0.622319856339,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ATP8A1,(+) Positive,protein_coding
46777,DYNC1I2,NPC,ENSG00000124766,0.609017447767,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SOX4,(+) Positive,protein_coding
46934,DYNC1I2,NPC,ENSG00000126787,-0.568306458341,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,DLGAP5,(-) Negative,protein_coding
47004,DYNC1I2,NPC,ENSG00000127995,0.515133111028,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CASD1,(+) Positive,protein_coding
47037,DYNC1I2,NPC,ENSG00000128581,-0.58824310614,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RABL5,(-) Negative,protein_coding
47134,DYNC1I2,NPC,ENSG00000129757,0.702740354282,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CDKN1C,(+) Positive,protein_coding
47169,DYNC1I2,NPC,ENSG00000130287,0.621516587327,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,NCAN,(+) Positive,protein_coding
47258,DYNC1I2,NPC,ENSG00000130939,0.51463389139,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,UBE4B,(+) Positive,protein_coding
47331,DYNC1I2,NPC,ENSG00000131747,-0.526754588225,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TOP2A,(-) Negative,protein_coding
47412,DYNC1I2,NPC,ENSG00000132510,0.678291828236,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,KDM6B,(+) Positive,protein_coding
47459,DYNC1I2,NPC,ENSG00000132872,0.549791648631,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SYT4,(+) Positive,protein_coding
47542,DYNC1I2,NPC,ENSG00000133958,0.543381152184,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,UNC79,(+) Positive,protein_coding
47714,DYNC1I2,NPC,ENSG00000135336,-0.518417808981,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ORC3,(-) Negative,protein_coding
47878,DYNC1I2,NPC,ENSG00000136536,-0.569592879116,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MARCH7,(-) Negative,protein_coding
47935,DYNC1I2,NPC,ENSG00000136942,-0.53243609231,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RPL35,(-) Negative,protein_coding
47984,DYNC1I2,NPC,ENSG00000137343,0.545980028704,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ATAT1,(+) Positive,protein_coding
48034,DYNC1I2,NPC,ENSG00000137817,0.536001144569,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PARP6,(+) Positive,protein_coding
48139,DYNC1I2,NPC,ENSG00000138670,0.558155260435,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RASGEF1B,(+) Positive,protein_coding
48252,DYNC1I2,NPC,ENSG00000139767,0.749042248525,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SRRM4,(+) Positive,protein_coding
48259,DYNC1I2,NPC,ENSG00000139910,0.542386839282,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,NOVA1,(+) Positive,protein_coding
48461,DYNC1I2,NPC,ENSG00000142166,0.521471220434,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,IFNAR1,(+) Positive,protein_coding
48466,DYNC1I2,NPC,ENSG00000142197,0.524889738041,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,DOPEY2,(+) Positive,protein_coding
48515,DYNC1I2,NPC,ENSG00000143067,0.511288201803,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ZNF697,(+) Positive,protein_coding
48588,DYNC1I2,NPC,ENSG00000143515,0.543915097505,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ATP8B2,(+) Positive,protein_coding
48610,DYNC1I2,NPC,ENSG00000143669,0.548324336511,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,LYST,(+) Positive,protein_coding
48718,DYNC1I2,NPC,ENSG00000144724,0.514217423595,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PTPRG,(+) Positive,protein_coding
48733,DYNC1I2,NPC,ENSG00000144834,0.698534720594,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TAGLN3,(+) Positive,protein_coding
48843,DYNC1I2,NPC,ENSG00000146112,0.555239681883,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PPP1R18,(+) Positive,protein_coding
48870,DYNC1I2,NPC,ENSG00000146521,0.538676229536,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,C6orf123,(+) Positive,protein_coding
49029,DYNC1I2,NPC,ENSG00000148444,0.56471281957,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,COMMD3,(+) Positive,protein_coding
49053,DYNC1I2,NPC,ENSG00000148773,-0.61639817308,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MKI67,(-) Negative,protein_coding
49054,DYNC1I2,NPC,ENSG00000148798,0.754101747222,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,INA,(+) Positive,protein_coding
49221,DYNC1I2,NPC,ENSG00000151445,0.663893871967,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,VIPAS39,(+) Positive,protein_coding
49268,DYNC1I2,NPC,ENSG00000151892,0.607371929207,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,GFRA1,(+) Positive,protein_coding
49270,DYNC1I2,NPC,ENSG00000151914,0.533482535494,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,DST,(+) Positive,protein_coding
49325,DYNC1I2,NPC,ENSG00000152503,0.507505083029,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TRIM36,(+) Positive,protein_coding
49373,DYNC1I2,NPC,ENSG00000153113,-0.546214482109,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CAST,(-) Negative,protein_coding
49405,DYNC1I2,NPC,ENSG00000153707,0.510212548969,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PTPRD,(+) Positive,protein_coding
49544,DYNC1I2,NPC,ENSG00000155816,0.510551798208,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,FMN2,(+) Positive,protein_coding
49547,DYNC1I2,NPC,ENSG00000155849,0.682734811836,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ELMO1,(+) Positive,protein_coding
49562,DYNC1I2,NPC,ENSG00000155980,0.656737081211,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,KIF5A,(+) Positive,protein_coding
49601,DYNC1I2,NPC,ENSG00000156502,0.592540334591,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SUPV3L1,(+) Positive,protein_coding
49645,DYNC1I2,NPC,ENSG00000157077,0.503993331207,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ZFYVE9,(+) Positive,protein_coding
49739,DYNC1I2,NPC,ENSG00000158417,-0.654245004694,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,EIF5B,(-) Negative,protein_coding
49809,DYNC1I2,NPC,ENSG00000159377,-0.566436800421,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PSMB4,(-) Negative,protein_coding
49850,DYNC1I2,NPC,ENSG00000160097,0.534592827944,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,FNDC5,(+) Positive,protein_coding
49855,DYNC1I2,NPC,ENSG00000160145,0.632309759435,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,KALRN,(+) Positive,protein_coding
49925,DYNC1I2,NPC,ENSG00000160844,0.543660355376,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,GATS,(+) Positive,protein_coding
49985,DYNC1I2,NPC,ENSG00000161888,-0.50681760949,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SPC24,(-) Negative,protein_coding
50020,DYNC1I2,NPC,ENSG00000162373,0.651641117519,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,BEND5,(+) Positive,protein_coding
50021,DYNC1I2,NPC,ENSG00000162374,0.742308254563,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ELAVL4,(+) Positive,protein_coding
50199,DYNC1I2,NPC,ENSG00000163531,0.678925972746,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,NFASC,(+) Positive,protein_coding
50201,DYNC1I2,NPC,ENSG00000163536,0.509639142465,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SERPINI1,(+) Positive,protein_coding
50202,DYNC1I2,NPC,ENSG00000163539,0.566238659825,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CLASP2,(+) Positive,protein_coding
50219,DYNC1I2,NPC,ENSG00000163618,0.653374526517,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CADPS,(+) Positive,protein_coding
50305,DYNC1I2,NPC,ENSG00000164032,-0.509085425153,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,H2AFZ,(-) Negative,protein_coding
50383,DYNC1I2,NPC,ENSG00000164330,0.583935141171,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,EBF1,(+) Positive,protein_coding
50673,DYNC1I2,NPC,ENSG00000166426,0.674256397935,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CRABP1,(+) Positive,protein_coding
50831,DYNC1I2,NPC,ENSG00000167552,0.517754588968,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TUBA1A,(+) Positive,protein_coding
50945,DYNC1I2,NPC,ENSG00000168280,0.670737050404,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,KIF5C,(+) Positive,protein_coding
51106,DYNC1I2,NPC,ENSG00000169567,-0.507931700061,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,HINT1,(-) Negative,protein_coding
51119,DYNC1I2,NPC,ENSG00000169660,0.505426456377,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,HEXDC,(+) Positive,protein_coding
51255,DYNC1I2,NPC,ENSG00000170802,0.515623318143,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,FOXN2,(+) Positive,protein_coding
51617,DYNC1I2,NPC,ENSG00000174194,0.633153291125,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,AGAP8,(+) Positive,protein_coding
51620,DYNC1I2,NPC,ENSG00000174226,0.508063482833,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SNX31,(+) Positive,protein_coding
51630,DYNC1I2,NPC,ENSG00000174373,0.536070216622,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RALGAPA1,(+) Positive,protein_coding
51680,DYNC1I2,NPC,ENSG00000174938,0.652939047194,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SEZ6L2,(+) Positive,protein_coding
51846,DYNC1I2,NPC,ENSG00000176887,0.708507015605,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SOX11,(+) Positive,protein_coding
51847,DYNC1I2,NPC,ENSG00000176890,-0.61168837585,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TYMS,(-) Negative,protein_coding
51916,DYNC1I2,NPC,ENSG00000177614,0.583402073989,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PGBD5,(+) Positive,protein_coding
52171,DYNC1I2,NPC,ENSG00000180998,0.601096187872,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,GPR137C,(+) Positive,protein_coding
