,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction,gene_type
146576,MEAF6,NPC,ENSG00000119655,-0.586657333528,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,NPC2,(-) Negative,protein_coding
147228,MEAF6,NPC,ENSG00000128524,-0.591105372123,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,ATP6V1F,(-) Negative,protein_coding
147321,MEAF6,NPC,ENSG00000129595,0.525691429517,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,EPB41L4A,(+) Positive,protein_coding
147578,MEAF6,NPC,ENSG00000132300,-0.529156687293,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,PTCD3,(-) Negative,protein_coding
148175,MEAF6,NPC,ENSG00000137288,-0.547315754396,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,UQCC2,(-) Negative,protein_coding
148459,MEAF6,NPC,ENSG00000139921,-0.566684888934,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,TMX1,(-) Negative,protein_coding
149274,MEAF6,NPC,ENSG00000149136,-0.565318021625,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,SSRP1,(-) Negative,protein_coding
149440,MEAF6,NPC,ENSG00000151650,0.520502286887,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,VENTX,(+) Positive,protein_coding
149572,MEAF6,NPC,ENSG00000153130,-0.510054445897,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,SCOC,(-) Negative,protein_coding
149615,MEAF6,NPC,ENSG00000153904,-0.512588873867,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,DDAH1,(-) Negative,protein_coding
149672,MEAF6,NPC,ENSG00000154723,-0.566521730836,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,ATP5J,(-) Negative,protein_coding
149758,MEAF6,NPC,ENSG00000155974,0.531133111618,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,GRIP1,(+) Positive,protein_coding
149958,MEAF6,NPC,ENSG00000158796,-0.637666210097,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,DEDD,(-) Negative,protein_coding
150002,MEAF6,NPC,ENSG00000159339,0.520595492014,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,PADI4,(+) Positive,protein_coding
150033,MEAF6,NPC,ENSG00000159905,0.502588971442,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,ZNF221,(+) Positive,protein_coding
150095,MEAF6,NPC,ENSG00000160471,0.512887492135,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,COX6B2,(+) Positive,protein_coding
150355,MEAF6,NPC,ENSG00000163319,-0.551330455946,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,MRPS18C,(-) Negative,protein_coding
150375,MEAF6,NPC,ENSG00000163430,-0.617228258988,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,FSTL1,(-) Negative,protein_coding
150592,MEAF6,NPC,ENSG00000164405,-0.591930528661,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,UQCRQ,(-) Negative,protein_coding
151133,MEAF6,NPC,ENSG00000168234,-0.500765027866,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,TTC39C,(-) Negative,protein_coding
151436,MEAF6,NPC,ENSG00000170584,-0.554005333165,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,NUDCD2,(-) Negative,protein_coding
151708,MEAF6,NPC,ENSG00000173083,0.532035282819,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,HPSE,(+) Positive,protein_coding
152123,MEAF6,NPC,ENSG00000177700,-0.598547595778,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,POLR2L,(-) Negative,protein_coding
152708,MEAF6,NPC,ENSG00000184752,-0.545175115511,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,NDUFA12,(-) Negative,protein_coding
152893,MEAF6,NPC,ENSG00000186335,0.503928849493,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,SLC36A2,(+) Positive,protein_coding
152965,MEAF6,NPC,ENSG00000187134,0.53059948716,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,AKR1C1,(+) Positive,protein_coding
153003,MEAF6,NPC,ENSG00000187650,0.501208176882,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,VMAC,(+) Positive,protein_coding
153144,MEAF6,NPC,ENSG00000189143,0.515995201911,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,CLDN4,(+) Positive,protein_coding
153227,MEAF6,NPC,ENSG00000196419,-0.574295972658,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,XRCC6,(-) Negative,protein_coding
153251,MEAF6,NPC,ENSG00000196535,0.535979819326,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,MYO18A,(+) Positive,protein_coding
153582,MEAF6,NPC,ENSG00000198563,-0.514814987866,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,DDX39B,(-) Negative,protein_coding
153672,MEAF6,NPC,ENSG00000198898,-0.500648605637,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,CAPZA2,(-) Negative,protein_coding
153700,MEAF6,NPC,ENSG00000198961,-0.507223550265,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,PJA2,(-) Negative,protein_coding
153863,MEAF6,NPC,ENSG00000204677,0.531535449493,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,FAM153C,(+) Positive,protein_coding
153916,MEAF6,NPC,ENSG00000205323,-0.571307154038,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,SARNP,(-) Negative,protein_coding
154106,MEAF6,NPC,ENSG00000214248,0.553273176912,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,AC010336.1,(+) Positive,protein_coding
156857,MEAF6,NPC,ENSG00000267360,0.502053096052,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,CTC-454I21.3,(+) Positive,protein_coding
