,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction
204242,SNAP25,MN,ENSG00000124831,0.522110451998,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,LRRFIP1,(+) Positive
204430,SNAP25,MN,ENSG00000127561,-0.62858164329,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,SYNGR3,(-) Negative
204947,SNAP25,MN,ENSG00000133216,0.50985248841,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,EPHB2,(+) Positive
205322,SNAP25,MN,ENSG00000136478,-0.509528972123,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,TEX2,(-) Negative
205402,SNAP25,MN,ENSG00000137075,0.516981736715,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,RNF38,(+) Positive
205613,SNAP25,MN,ENSG00000138769,-0.560727198267,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,CDKL2,(-) Negative
206685,SNAP25,MN,ENSG00000151500,-0.649648309345,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,THYN1,(-) Negative
207060,SNAP25,MN,ENSG00000156531,0.521706597601,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,PHF6,(+) Positive
207291,SNAP25,MN,ENSG00000159917,-0.549905678263,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ZNF235,(-) Negative
207838,SNAP25,MN,ENSG00000164331,-0.557435944468,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ANKRA2,(-) Negative
208107,SNAP25,MN,ENSG00000166295,0.567729435022,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ANAPC16,(+) Positive
208302,SNAP25,MN,ENSG00000167642,-0.593294739454,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,SPINT2,(-) Negative
208640,SNAP25,MN,ENSG00000170222,0.504104815544,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ADPRM,(+) Positive
208731,SNAP25,MN,ENSG00000170946,-0.589618648357,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,DNAJC24,(-) Negative
208762,SNAP25,MN,ENSG00000171202,0.604144640725,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,TMEM126A,(+) Positive
208965,SNAP25,MN,ENSG00000173113,-0.50686587791,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,TRMT112,(-) Negative
209159,SNAP25,MN,ENSG00000175197,-0.513105856298,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,DDIT3,(-) Negative
209386,SNAP25,MN,ENSG00000177738,0.500540170825,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,CTD-2201E18.3,(+) Positive
209487,SNAP25,MN,ENSG00000179021,-0.601771994572,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,C3orf38,(-) Negative
209696,SNAP25,MN,ENSG00000182141,-0.518380240617,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ZNF708,(-) Negative
210131,SNAP25,MN,ENSG00000186184,0.512901025353,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,POLR1D,(+) Positive
210163,SNAP25,MN,ENSG00000186472,-0.545094350184,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,PCLO,(-) Negative
210258,SNAP25,MN,ENSG00000187634,-0.50386366034,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,SAMD11,(-) Negative
210743,SNAP25,MN,ENSG00000197989,-0.527791470676,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,SNHG12,(-) Negative
210874,SNAP25,MN,ENSG00000198740,-0.557346011344,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ZNF652,(-) Negative
211067,SNAP25,MN,ENSG00000204344,-0.534240690371,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,STK19,(-) Negative
211087,SNAP25,MN,ENSG00000204442,-0.550317018248,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,FAM155A,(-) Negative
211132,SNAP25,MN,ENSG00000204843,-0.552665545715,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,DCTN1,(-) Negative
211316,SNAP25,MN,ENSG00000213760,-0.51211058138,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ATP6V1G2,(-) Negative
211458,SNAP25,MN,ENSG00000217128,0.547816726854,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,FNIP1,(+) Positive
211459,SNAP25,MN,ENSG00000217555,0.514573958342,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,CKLF,(+) Positive
211481,SNAP25,MN,ENSG00000221823,-0.513943571868,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,PPP3R1,(-) Negative
212206,SNAP25,MN,ENSG00000235313,-0.626235146694,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,HM13-IT1,(-) Negative
212398,SNAP25,MN,ENSG00000239415,-0.551806435181,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,AP001469.9,(-) Negative
212824,SNAP25,MN,ENSG00000250305,-0.56400390075,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,KIAA1456,(-) Negative
212946,SNAP25,MN,ENSG00000253438,0.546731641029,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,PCAT1,(+) Positive
213091,SNAP25,MN,ENSG00000254898,-0.597370038428,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,RP11-513D5.2,(-) Negative
213202,SNAP25,MN,ENSG00000256223,-0.532370691176,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ZNF10,(-) Negative
213526,SNAP25,MN,ENSG00000259921,-0.546610328997,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,AC022819.3,(-) Negative
213781,SNAP25,MN,ENSG00000261822,-0.587226642413,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,RP11-265N6.2,(-) Negative
214127,SNAP25,MN,ENSG00000267448,-0.510775767629,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,AC010649.1,(-) Negative
