,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction,gene_type
203309,SNAP25,MN,ENSG00000113384,-0.55301556724,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,GOLPH3,(-) Negative,protein_coding
203724,SNAP25,MN,ENSG00000118094,-0.637935489868,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,TREH,(-) Negative,protein_coding
204030,SNAP25,MN,ENSG00000122218,-0.568151904464,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,COPA,(-) Negative,protein_coding
204130,SNAP25,MN,ENSG00000123505,0.540801726969,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,AMD1,(+) Positive,protein_coding
204242,SNAP25,MN,ENSG00000124831,0.522110451998,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,LRRFIP1,(+) Positive,protein_coding
204430,SNAP25,MN,ENSG00000127561,-0.62858164329,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,SYNGR3,(-) Negative,protein_coding
204947,SNAP25,MN,ENSG00000133216,0.50985248841,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,EPHB2,(+) Positive,protein_coding
205322,SNAP25,MN,ENSG00000136478,-0.509528972123,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,TEX2,(-) Negative,protein_coding
205402,SNAP25,MN,ENSG00000137075,0.516981736715,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,RNF38,(+) Positive,protein_coding
205613,SNAP25,MN,ENSG00000138769,-0.560727198267,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,CDKL2,(-) Negative,protein_coding
206685,SNAP25,MN,ENSG00000151500,-0.649648309345,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,THYN1,(-) Negative,protein_coding
207060,SNAP25,MN,ENSG00000156531,0.521706597601,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,PHF6,(+) Positive,protein_coding
207291,SNAP25,MN,ENSG00000159917,-0.549905678263,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ZNF235,(-) Negative,protein_coding
207838,SNAP25,MN,ENSG00000164331,-0.557435944468,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ANKRA2,(-) Negative,protein_coding
208107,SNAP25,MN,ENSG00000166295,0.567729435022,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ANAPC16,(+) Positive,protein_coding
208302,SNAP25,MN,ENSG00000167642,-0.593294739454,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,SPINT2,(-) Negative,protein_coding
208640,SNAP25,MN,ENSG00000170222,0.504104815544,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ADPRM,(+) Positive,protein_coding
208731,SNAP25,MN,ENSG00000170946,-0.589618648357,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,DNAJC24,(-) Negative,protein_coding
208762,SNAP25,MN,ENSG00000171202,0.604144640725,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,TMEM126A,(+) Positive,protein_coding
208965,SNAP25,MN,ENSG00000173113,-0.50686587791,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,TRMT112,(-) Negative,protein_coding
209159,SNAP25,MN,ENSG00000175197,-0.513105856298,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,DDIT3,(-) Negative,protein_coding
209487,SNAP25,MN,ENSG00000179021,-0.601771994572,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,C3orf38,(-) Negative,protein_coding
209696,SNAP25,MN,ENSG00000182141,-0.518380240617,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ZNF708,(-) Negative,protein_coding
210131,SNAP25,MN,ENSG00000186184,0.512901025353,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,POLR1D,(+) Positive,protein_coding
210163,SNAP25,MN,ENSG00000186472,-0.545094350184,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,PCLO,(-) Negative,protein_coding
210258,SNAP25,MN,ENSG00000187634,-0.50386366034,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,SAMD11,(-) Negative,protein_coding
210874,SNAP25,MN,ENSG00000198740,-0.557346011344,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ZNF652,(-) Negative,protein_coding
211067,SNAP25,MN,ENSG00000204344,-0.534240690371,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,STK19,(-) Negative,protein_coding
211087,SNAP25,MN,ENSG00000204442,-0.550317018248,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,FAM155A,(-) Negative,protein_coding
211132,SNAP25,MN,ENSG00000204843,-0.552665545715,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,DCTN1,(-) Negative,protein_coding
211316,SNAP25,MN,ENSG00000213760,-0.51211058138,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ATP6V1G2,(-) Negative,protein_coding
211458,SNAP25,MN,ENSG00000217128,0.547816726854,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,FNIP1,(+) Positive,protein_coding
211459,SNAP25,MN,ENSG00000217555,0.514573958342,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,CKLF,(+) Positive,protein_coding
211481,SNAP25,MN,ENSG00000221823,-0.513943571868,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,PPP3R1,(-) Negative,protein_coding
212824,SNAP25,MN,ENSG00000250305,-0.56400390075,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,KIAA1456,(-) Negative,protein_coding
213202,SNAP25,MN,ENSG00000256223,-0.532370691176,exon:chr20:10265372-10265420:+@exon:chr20:10273530-10273647:+@exon:chr20:10273809-10273926:+@exon:chr20:10277573-10277698:+,bimodal,ZNF10,(-) Negative,protein_coding
