,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction
3079,BRD8-event1,NPC,ENSG00000115365,-0.510136674266,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,LANCL1,(-) Negative
3167,BRD8-event1,NPC,ENSG00000116213,-0.630003692642,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,WRAP73,(-) Negative
3417,BRD8-event1,NPC,ENSG00000119421,0.502173988596,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,NDUFA8,(+) Positive
3504,BRD8-event1,NPC,ENSG00000120334,-0.798877598242,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,CENPL,(-) Negative
3851,BRD8-event1,NPC,ENSG00000125144,-0.563903892232,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,MT1G,(-) Negative
4012,BRD8-event1,NPC,ENSG00000127152,-0.532315945832,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,BCL11B,(-) Negative
4169,BRD8-event1,NPC,ENSG00000129460,0.520762984881,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,NGDN,(+) Positive
4298,BRD8-event1,NPC,ENSG00000130772,-0.556299368665,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,MED18,(-) Negative
4322,BRD8-event1,NPC,ENSG00000131016,0.545481767781,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AKAP12,(+) Positive
4490,BRD8-event1,NPC,ENSG00000132661,-0.727496278009,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,NXT1,(-) Negative
4700,BRD8-event1,NPC,ENSG00000134779,0.665852716253,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,TPGS2,(+) Positive
4738,BRD8-event1,NPC,ENSG00000135063,-0.519746884044,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,FAM189A2,(-) Negative
4795,BRD8-event1,NPC,ENSG00000135486,0.579658303424,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,HNRNPA1,(+) Positive
4948,BRD8-event1,NPC,ENSG00000136718,-0.502192802257,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,IMP4,(-) Negative
5056,BRD8-event1,NPC,ENSG00000137496,-0.508952084214,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,IL18BP,(-) Negative
5169,BRD8-event1,NPC,ENSG00000138413,0.662891002591,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,IDH1,(+) Positive
5312,BRD8-event1,NPC,ENSG00000139800,-0.608231922907,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ZIC5,(-) Negative
5597,BRD8-event1,NPC,ENSG00000143248,-0.587172299814,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RGS5,(-) Negative
5656,BRD8-event1,NPC,ENSG00000143578,-0.513360044792,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,CREB3L4,(-) Negative
5712,BRD8-event1,NPC,ENSG00000144028,0.547027128787,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,SNRNP200,(+) Positive
5934,BRD8-event1,NPC,ENSG00000146587,-0.534681641412,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RBAK,(-) Negative
6244,BRD8-event1,NPC,ENSG00000150990,-0.691095417601,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,DHX37,(-) Negative
6855,BRD8-event1,NPC,ENSG00000159228,-0.594907787585,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,CBR1,(-) Negative
6902,BRD8-event1,NPC,ENSG00000160055,-0.59008452674,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,TMEM234,(-) Negative
6994,BRD8-event1,NPC,ENSG00000160961,-0.513193649247,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ZNF333,(-) Negative
6996,BRD8-event1,NPC,ENSG00000160973,-0.532429425502,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,FOXH1,(-) Negative
7009,BRD8-event1,NPC,ENSG00000161179,-0.635146470906,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,YDJC,(-) Negative
7076,BRD8-event1,NPC,ENSG00000162300,-0.543267495893,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ZFPL1,(-) Negative
7096,BRD8-event1,NPC,ENSG00000162437,-0.511058856058,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RAVER2,(-) Negative
7179,BRD8-event1,NPC,ENSG00000163017,-0.759912250945,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ACTG2,(-) Negative
7278,BRD8-event1,NPC,ENSG00000163624,-0.520769754367,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,CDS1,(-) Negative
7327,BRD8-event1,NPC,ENSG00000163867,-0.518597058143,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ZMYM6,(-) Negative
7540,BRD8-event1,NPC,ENSG00000165105,-0.523172748742,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RASEF,(-) Negative
7553,BRD8-event1,NPC,ENSG00000165219,-0.522222996646,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,GAPVD1,(-) Negative
7601,BRD8-event1,NPC,ENSG00000165588,-0.588126364777,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,OTX2,(-) Negative
7646,BRD8-event1,NPC,ENSG00000165868,-0.5004234512,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,HSPA12A,(-) Negative
7673,BRD8-event1,NPC,ENSG00000166105,-0.504834780433,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,GLB1L3,(-) Negative
7732,BRD8-event1,NPC,ENSG00000166432,-0.557302414428,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ZMAT1,(-) Negative
7809,BRD8-event1,NPC,ENSG00000166927,-0.500728896684,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,MS4A7,(-) Negative
7921,BRD8-event1,NPC,ENSG00000167703,-0.738083446139,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,SLC43A2,(-) Negative
8422,BRD8-event1,NPC,ENSG00000171703,-0.566198594247,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,TCEA2,(-) Negative
8511,BRD8-event1,NPC,ENSG00000172465,-0.547948946884,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,TCEAL1,(-) Negative
8544,BRD8-event1,NPC,ENSG00000172831,-0.501281044452,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,CES2,(-) Negative
8856,BRD8-event1,NPC,ENSG00000176274,-0.529950832286,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,SLC25A53,(-) Negative
9119,BRD8-event1,NPC,ENSG00000179299,-0.581527338301,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,NSUN7,(-) Negative
9163,BRD8-event1,NPC,ENSG00000179943,-0.605885561089,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,FIZ1,(-) Negative
9351,BRD8-event1,NPC,ENSG00000182572,-0.540863394974,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,HIST1H3I,(-) Negative
9467,BRD8-event1,NPC,ENSG00000183735,-0.678161698945,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,TBK1,(-) Negative
9565,BRD8-event1,NPC,ENSG00000184697,-0.588126364777,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,CLDN6,(-) Negative
9646,BRD8-event1,NPC,ENSG00000185418,-0.52822761952,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,TARSL2,(-) Negative
9861,BRD8-event1,NPC,ENSG00000187630,-0.615921476836,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,DHRS4L2,(-) Negative
9960,BRD8-event1,NPC,ENSG00000188659,-0.588123197219,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,FAM154B,(-) Negative
9998,BRD8-event1,NPC,ENSG00000189060,-0.526349961371,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,H1F0,(-) Negative
10098,BRD8-event1,NPC,ENSG00000196470,-0.639306250604,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,SIAH1,(-) Negative
10172,BRD8-event1,NPC,ENSG00000196917,-0.551788185481,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,HCAR1,(-) Negative
10183,BRD8-event1,NPC,ENSG00000196981,-0.522045716678,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,WDR5B,(-) Negative
10214,BRD8-event1,NPC,ENSG00000197153,-0.554289021408,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,HIST1H3J,(-) Negative
10216,BRD8-event1,NPC,ENSG00000197162,-0.628763097983,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ZNF785,(-) Negative
10290,BRD8-event1,NPC,ENSG00000197697,-0.587490424264,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,HIST1H2BE,(-) Negative
10327,BRD8-event1,NPC,ENSG00000197905,-0.588126364777,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,TEAD4,(-) Negative
10361,BRD8-event1,NPC,ENSG00000198060,-0.622562754877,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,MARCH5,(-) Negative
10521,BRD8-event1,NPC,ENSG00000198863,-0.614352627175,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RUNDC1,(-) Negative
10576,BRD8-event1,NPC,ENSG00000203372,-0.572374046012,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-101E5.1,(-) Negative
10749,BRD8-event1,NPC,ENSG00000204954,-0.571526584569,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,C12orf73,(-) Negative
10793,BRD8-event1,NPC,ENSG00000205581,0.500683698719,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,HMGN1,(+) Positive
10905,BRD8-event1,NPC,ENSG00000213599,-0.628631564712,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,SLX1A-SULT1A3,(-) Negative
10989,BRD8-event1,NPC,ENSG00000214670,-0.566088843055,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AC007956.1,(-) Negative
11160,BRD8-event1,NPC,ENSG00000224165,-0.5743570352,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,DNAJC27-AS1,(-) Negative
11217,BRD8-event1,NPC,ENSG00000225265,-0.517329999642,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-378J18.3,(-) Negative
11262,BRD8-event1,NPC,ENSG00000226053,-0.533817549789,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP5-1070A16.1,(-) Negative
11453,BRD8-event1,NPC,ENSG00000229191,-0.522737589404,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-168O16.1,(-) Negative
11508,BRD8-event1,NPC,ENSG00000230212,-0.54073098284,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AP000688.14,(-) Negative
11578,BRD8-event1,NPC,ENSG00000231611,-0.535493547045,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AP006216.11,(-) Negative
12041,BRD8-event1,NPC,ENSG00000240720,-0.643218916065,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,LRRD1,(-) Negative
12108,BRD8-event1,NPC,ENSG00000242375,-0.510216909098,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-498P14.3,(-) Negative
12126,BRD8-event1,NPC,ENSG00000242808,0.592631808608,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,SOX2-OT,(+) Positive
12196,BRD8-event1,NPC,ENSG00000245060,-0.510504637161,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,LINC00847,(-) Negative
12228,BRD8-event1,NPC,ENSG00000246067,0.513041202325,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RAB30-AS1,(+) Positive
12235,BRD8-event1,NPC,ENSG00000246263,-0.547241323681,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,KB-431C1.4,(-) Negative
12241,BRD8-event1,NPC,ENSG00000246379,-0.558841541952,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-461O7.1,(-) Negative
12461,BRD8-event1,NPC,ENSG00000250846,-0.588126364777,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-807H7.1,(-) Negative
12608,BRD8-event1,NPC,ENSG00000254087,-0.588126364777,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,LYN,(-) Negative
12803,BRD8-event1,NPC,ENSG00000256164,-0.530623608418,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-264F23.3,(-) Negative
13027,BRD8-event1,NPC,ENSG00000259080,-0.568679631267,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-158I13.2,(-) Negative
13038,BRD8-event1,NPC,ENSG00000259201,-0.588501696235,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-56B16.5,(-) Negative
13066,BRD8-event1,NPC,ENSG00000259399,-0.657523141907,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,TGIF2-C20orf24,(-) Negative
13287,BRD8-event1,NPC,ENSG00000261079,-0.603055422266,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-252A24.3,(-) Negative
13345,BRD8-event1,NPC,ENSG00000261560,-0.618304336118,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-166B2.3,(-) Negative
13397,BRD8-event1,NPC,ENSG00000262001,-0.613790814315,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,DLGAP1-AS2,(-) Negative
13420,BRD8-event1,NPC,ENSG00000262477,0.588697244349,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AC021224.1,(+) Positive
13659,BRD8-event1,NPC,ENSG00000267037,-0.610472198156,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AC005757.7,(-) Negative
13709,BRD8-event1,NPC,ENSG00000267313,-0.579583327788,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-142I20.1,(-) Negative
13732,BRD8-event1,NPC,ENSG00000267449,-0.595055432964,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-264B14.2,(-) Negative
13781,BRD8-event1,NPC,ENSG00000267682,-0.637846768294,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,CTD-3220F14.2,(-) Negative
13826,BRD8-event1,NPC,ENSG00000268006,-0.568073390098,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,PTOV1-AS1,(-) Negative
13882,BRD8-event1,NPC,ENSG00000268592,-0.609410571969,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-244K5.8,(-) Negative
13927,BRD8-event1,NPC,ENSG00000269148,-0.51716165447,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AC092301.3,(-) Negative
14114,BRD8-event1,NPC,ENSG00000271828,-0.559869117715,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,CTD-2310F14.1,(-) Negative
