,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction,gene_type
216101,SUGT1,MN,ENSG00000091542,0.56244675029,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ALKBH5,(+) Positive,protein_coding
216110,SUGT1,MN,ENSG00000091972,0.518403686897,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CD200,(+) Positive,protein_coding
216118,SUGT1,MN,ENSG00000092096,0.570234554403,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SLC22A17,(+) Positive,protein_coding
216137,SUGT1,MN,ENSG00000092841,-0.523128396587,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MYL6,(-) Negative,protein_coding
216223,SUGT1,MN,ENSG00000099622,0.549144404131,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CIRBP,(+) Positive,protein_coding
216307,SUGT1,MN,ENSG00000100266,0.5697079945,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,PACSIN2,(+) Positive,protein_coding
216335,SUGT1,MN,ENSG00000100364,0.507833096686,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,KIAA0930,(+) Positive,protein_coding
216413,SUGT1,MN,ENSG00000100813,-0.506431447564,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ACIN1,(-) Negative,protein_coding
216545,SUGT1,MN,ENSG00000101868,-0.51831162617,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,POLA1,(-) Negative,protein_coding
216556,SUGT1,MN,ENSG00000101958,0.714871480897,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GLRA2,(+) Positive,protein_coding
216622,SUGT1,MN,ENSG00000102805,0.551816552857,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CLN5,(+) Positive,protein_coding
216623,SUGT1,MN,ENSG00000102858,0.642463691593,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MGRN1,(+) Positive,protein_coding
216631,SUGT1,MN,ENSG00000102908,0.512487664338,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,NFAT5,(+) Positive,protein_coding
216638,SUGT1,MN,ENSG00000102974,0.605139812179,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CTCF,(+) Positive,protein_coding
216685,SUGT1,MN,ENSG00000103342,0.701418472744,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GSPT1,(+) Positive,protein_coding
216703,SUGT1,MN,ENSG00000103502,0.649037336402,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CDIPT,(+) Positive,protein_coding
216747,SUGT1,MN,ENSG00000104221,0.570123302879,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,BRF2,(+) Positive,protein_coding
216839,SUGT1,MN,ENSG00000105048,0.521015411611,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TNNT1,(+) Positive,protein_coding
216860,SUGT1,MN,ENSG00000105223,0.586064551804,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,PLD3,(+) Positive,protein_coding
216867,SUGT1,MN,ENSG00000105270,0.606340158528,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CLIP3,(+) Positive,protein_coding
216870,SUGT1,MN,ENSG00000105290,0.559177644502,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,APLP1,(+) Positive,protein_coding
216880,SUGT1,MN,ENSG00000105388,0.50995104634,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CEACAM5,(+) Positive,protein_coding
216888,SUGT1,MN,ENSG00000105409,0.624420819842,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ATP1A3,(+) Positive,protein_coding
216916,SUGT1,MN,ENSG00000105639,0.567589910635,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,JAK3,(+) Positive,protein_coding
216944,SUGT1,MN,ENSG00000105778,0.617495363628,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,AVL9,(+) Positive,protein_coding
217027,SUGT1,MN,ENSG00000106460,0.518276192045,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TMEM106B,(+) Positive,protein_coding
217142,SUGT1,MN,ENSG00000107938,0.559620554256,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,C10orf137,(+) Positive,protein_coding
217161,SUGT1,MN,ENSG00000108175,0.551945996031,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ZMIZ1,(+) Positive,protein_coding
217162,SUGT1,MN,ENSG00000108176,0.566691093494,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,DNAJC12,(+) Positive,protein_coding
217196,SUGT1,MN,ENSG00000108468,0.554744408291,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CBX1,(+) Positive,protein_coding
217201,SUGT1,MN,ENSG00000108510,0.712630692673,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MED13,(+) Positive,protein_coding
217238,SUGT1,MN,ENSG00000108840,0.63669393666,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,HDAC5,(+) Positive,protein_coding
217245,SUGT1,MN,ENSG00000108947,0.52974233195,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,EFNB3,(+) Positive,protein_coding
217277,SUGT1,MN,ENSG00000109339,0.551144805165,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MAPK10,(+) Positive,protein_coding
217282,SUGT1,MN,ENSG00000109458,0.594253004436,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GAB1,(+) Positive,protein_coding
217284,SUGT1,MN,ENSG00000109472,0.579834030481,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CPE,(+) Positive,protein_coding
217290,SUGT1,MN,ENSG00000109572,0.616626321613,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CLCN3,(+) Positive,protein_coding
217329,SUGT1,MN,ENSG00000110025,0.560270459643,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SNX15,(+) Positive,protein_coding
217365,SUGT1,MN,ENSG00000110497,0.570660682522,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,AMBRA1,(+) Positive,protein_coding
217387,SUGT1,MN,ENSG00000110871,0.578340232527,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,COQ5,(+) Positive,protein_coding
217430,SUGT1,MN,ENSG00000111364,0.506306875137,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,DDX55,(+) Positive,protein_coding
217487,SUGT1,MN,ENSG00000111846,0.517967744395,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GCNT2,(+) Positive,protein_coding
217534,SUGT1,MN,ENSG00000112280,0.533133318878,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,COL9A1,(+) Positive,protein_coding
217566,SUGT1,MN,ENSG00000112624,0.544208963988,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GLTSCR1L,(+) Positive,protein_coding
217584,SUGT1,MN,ENSG00000112787,0.543201032881,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,FBRSL1,(+) Positive,protein_coding
217607,SUGT1,MN,ENSG00000113194,0.534688540906,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,FAF2,(+) Positive,protein_coding
217619,SUGT1,MN,ENSG00000113360,0.532157011413,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,DROSHA,(+) Positive,protein_coding
217650,SUGT1,MN,ENSG00000113649,0.502166990374,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TCERG1,(+) Positive,protein_coding
217693,SUGT1,MN,ENSG00000114316,0.518118363889,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,USP4,(+) Positive,protein_coding
217700,SUGT1,MN,ENSG00000114383,0.620720822833,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TUSC2,(+) Positive,protein_coding
217851,SUGT1,MN,ENSG00000115977,0.530528290467,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,AAK1,(+) Positive,protein_coding
217878,SUGT1,MN,ENSG00000116221,0.545733314794,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MRPL37,(+) Positive,protein_coding
217908,SUGT1,MN,ENSG00000116668,0.520749908545,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SWT1,(+) Positive,protein_coding
217910,SUGT1,MN,ENSG00000116675,0.511405249606,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,DNAJC6,(+) Positive,protein_coding
217954,SUGT1,MN,ENSG00000117010,0.643036449017,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ZNF684,(+) Positive,protein_coding
218025,SUGT1,MN,ENSG00000117758,0.510496565755,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,STX12,(+) Positive,protein_coding
218038,SUGT1,MN,ENSG00000118094,0.529575861677,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TREH,(+) Positive,protein_coding
218048,SUGT1,MN,ENSG00000118257,-0.62656091754,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,NRP2,(-) Negative,protein_coding
218123,SUGT1,MN,ENSG00000119402,0.611856166123,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,FBXW2,(+) Positive,protein_coding
218152,SUGT1,MN,ENSG00000119685,0.706025955305,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TTLL5,(+) Positive,protein_coding
218191,SUGT1,MN,ENSG00000120053,0.546130759977,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GOT1,(+) Positive,protein_coding
218273,SUGT1,MN,ENSG00000121039,-0.583527086617,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,RDH10,(-) Negative,protein_coding
218274,SUGT1,MN,ENSG00000121057,0.564506441741,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,AKAP1,(+) Positive,protein_coding
218290,SUGT1,MN,ENSG00000121297,0.6658098182,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TSHZ3,(+) Positive,protein_coding
218318,SUGT1,MN,ENSG00000121851,0.675845943718,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,POLR3GL,(+) Positive,protein_coding
218373,SUGT1,MN,ENSG00000122643,0.551568804067,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,NT5C3A,(+) Positive,protein_coding
218415,SUGT1,MN,ENSG00000123154,0.604628967596,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,WDR83,(+) Positive,protein_coding
218429,SUGT1,MN,ENSG00000123352,0.682305815387,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SPATS2,(+) Positive,protein_coding
218512,SUGT1,MN,ENSG00000124380,0.592359412259,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SNRNP27,(+) Positive,protein_coding
218534,SUGT1,MN,ENSG00000124596,0.667172961389,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,OARD1,(+) Positive,protein_coding
218552,SUGT1,MN,ENSG00000124788,0.652585153519,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ATXN1,(+) Positive,protein_coding
218567,SUGT1,MN,ENSG00000125247,0.655136461222,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TMTC4,(+) Positive,protein_coding
218635,SUGT1,MN,ENSG00000125863,-0.524813890867,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MKKS,(-) Negative,protein_coding
218680,SUGT1,MN,ENSG00000126391,-0.529286468391,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,FRMD8,(-) Negative,protein_coding
218713,SUGT1,MN,ENSG00000126950,0.575782865398,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TMEM35,(+) Positive,protein_coding
218810,SUGT1,MN,ENSG00000128596,0.547018845219,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CCDC136,(+) Positive,protein_coding
218820,SUGT1,MN,ENSG00000128654,0.708457616089,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MTX2,(+) Positive,protein_coding
218830,SUGT1,MN,ENSG00000128829,-0.53249731726,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,EIF2AK4,(-) Negative,protein_coding
218890,SUGT1,MN,ENSG00000129562,-0.598428276752,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,DAD1,(-) Negative,protein_coding
218891,SUGT1,MN,ENSG00000129595,0.5119813958,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,EPB41L4A,(+) Positive,protein_coding
218908,SUGT1,MN,ENSG00000129990,0.509374875845,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SYT5,(+) Positive,protein_coding
218925,SUGT1,MN,ENSG00000130177,0.507242170877,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CDC16,(+) Positive,protein_coding
218935,SUGT1,MN,ENSG00000130255,-0.552671084259,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,RPL36,(-) Negative,protein_coding
218939,SUGT1,MN,ENSG00000130299,0.550155924273,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GTPBP3,(+) Positive,protein_coding
218942,SUGT1,MN,ENSG00000130305,0.51799608647,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,NSUN5,(+) Positive,protein_coding
218946,SUGT1,MN,ENSG00000130312,-0.610736210945,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MRPL34,(-) Negative,protein_coding
218962,SUGT1,MN,ENSG00000130475,0.600731314592,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,FCHO1,(+) Positive,protein_coding
218988,SUGT1,MN,ENSG00000130703,0.555001591085,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,OSBPL2,(+) Positive,protein_coding
219019,SUGT1,MN,ENSG00000130827,0.684382426859,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,PLXNA3,(+) Positive,protein_coding
219043,SUGT1,MN,ENSG00000131115,0.542255215506,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ZNF227,(+) Positive,protein_coding
219201,SUGT1,MN,ENSG00000132664,0.531580495354,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,POLR3F,(+) Positive,protein_coding
219215,SUGT1,MN,ENSG00000132773,0.552724276378,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TOE1,(+) Positive,protein_coding
219217,SUGT1,MN,ENSG00000132781,0.646620086019,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MUTYH,(+) Positive,protein_coding
219249,SUGT1,MN,ENSG00000133103,0.523043932064,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,COG6,(+) Positive,protein_coding
219311,SUGT1,MN,ENSG00000133961,0.510265539271,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,NUMB,(+) Positive,protein_coding
219381,SUGT1,MN,ENSG00000134490,0.613480113722,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TMEM241,(+) Positive,protein_coding
219400,SUGT1,MN,ENSG00000134698,0.515449439157,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,AGO4,(+) Positive,protein_coding
