,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value
GO:0055114,"ENSG00000167792,ENSG00000197894,ENSG00000122378,ENSG00000117139,ENSG00000167815,ENSG00000014641,ENSG00000111640,ENSG00000138413,ENSG00000117118,ENSG00000167996,ENSG00000142657,ENSG00000113161,ENSG00000065911,ENSG00000067829,ENSG00000136810,ENSG00000004487,ENSG00000178035,ENSG00000149485,ENSG00000115286,ENSG00000173660,ENSG00000198431,ENSG00000014919,ENSG00000001630,ENSG00000106605,ENSG00000136247,ENSG00000155463,ENSG00000092621,ENSG00000147383,ENSG00000167468,ENSG00000139180,ENSG00000104549,ENSG00000091140,ENSG00000084754,ENSG00000110717,ENSG00000100823,ENSG00000158864,ENSG00000106853,ENSG00000087263,ENSG00000111716,ENSG00000131828,ENSG00000178127,ENSG00000008311,ENSG00000117450,ENSG00000101365,ENSG00000126267,ENSG00000139697,ENSG00000010256,ENSG00000126432,ENSG00000134333,ENSG00000087086,ENSG00000205758,ENSG00000117054,ENSG00000146701,ENSG00000165672","NDUFV1,ADH5,FAM213A,KDM5B,PRDX2,MDH1,GAPDH,IDH1,SDHB,FTH1,PGD,HMGCR,MTHFD2,IDH3G,TXN,KDM1A,IMPDH2,FADS1,NDUFS7,UQCRH,TXNRD1,COX15,CYP51A1,BLVRA,ZDHHC4,OXA1L,PHGDH,NSDHL,GPX4,NDUFA9,SQLE,DLD,HADHA,NDUFS8,APEX1,NDUFS2,PTGR1,OGFOD1,LDHB,PDHA1,NDUFV2,AASS,PRDX1,IDH3B,COX6B1,SBNO1,UQCRC1,PRDX5,LDHA,FTL,CRYZL1,ACADM,MDH2,PRDX3",biological_process,oxidation-reduction process,60,54,525,17.0729921428,10.9352650888
GO:0006355,"ENSG00000111358,ENSG00000141076,ENSG00000138303,ENSG00000171988,ENSG00000243678,ENSG00000163159,ENSG00000122482,ENSG00000118579,ENSG00000185651,ENSG00000009307,ENSG00000111596,ENSG00000145734,ENSG00000176476,ENSG00000131051,ENSG00000134480,ENSG00000187735,ENSG00000189266,ENSG00000189180,ENSG00000060339,ENSG00000133142,ENSG00000137776,ENSG00000011052,ENSG00000100644,ENSG00000088930,ENSG00000128272,ENSG00000080802,ENSG00000082153,ENSG00000100393,ENSG00000006576,ENSG00000205323,ENSG00000181315,ENSG00000162961,ENSG00000138095,ENSG00000135164,ENSG00000137947,ENSG00000168214,ENSG00000171634,ENSG00000163875,ENSG00000171735,ENSG00000152382,ENSG00000096401,ENSG00000085224,ENSG00000120798,ENSG00000180964,ENSG00000111642,ENSG00000104960,ENSG00000082258,ENSG00000113068,ENSG00000119705,ENSG00000010244,ENSG00000004487,ENSG00000114126,ENSG00000188342,ENSG00000156531,ENSG00000054267,ENSG00000172687,ENSG00000164985,ENSG00000113387,ENSG00000179222,ENSG00000102103,ENSG00000188529,ENSG00000025293,ENSG00000114446,ENSG00000123349,ENSG00000145687,ENSG00000075292,ENSG00000187778,ENSG00000149485,ENSG00000020426,ENSG00000183207,ENSG00000196693,ENSG00000100941,ENSG00000249773,ENSG00000116030,ENSG00000079785,ENSG00000148572,ENSG00000108788,ENSG00000101266,ENSG00000066427,ENSG00000177200,ENSG00000145741,ENSG00000163939,ENSG00000152795,ENSG00000167085,ENSG00000161526,ENSG00000169714,ENSG00000112200,ENSG00000121741,ENSG00000108278,ENSG00000133884,ENSG00000112983,ENSG00000084072,ENSG00000160199,ENSG00000162521,ENSG00000088986,ENSG00000071243,ENSG00000132485,ENSG00000120837,ENSG00000244687,ENSG00000198146,ENSG00000100823,ENSG00000115966,ENSG00000165417,ENSG00000137574,ENSG00000065978,ENSG00000139697,ENSG00000198830,ENSG00000185787,ENSG00000243943,ENSG00000005801,ENSG00000151304,ENSG00000131773,ENSG00000123636","GTF2H3,CIRH1A,ASCC1,JMJD1C,NME1-NME2,VPS72,ZNF644,MED28,UBE2L3,CSDE1,CNOT2,BDP1,CCDC101,RBM39,CCNH,TCEA1,PNRC2,ZNF33A,CCAR1,TCEAL4,SLTM,NME2,HIF1A,XRN2,ATF4,CNOT4,BZW1,EP300,PHTF2,SARNP,ZNF322,DPY30,LRPPRC,DMTF1,GTF2B,RBPJ,BPTF,MEAF6,CAMTA1,TADA1,CDC5L,ATRX,NR2C1,TCEAL8,CHD4,PTOV1,CCNT2,PFDN1,SLIRP,ZNF207,KDM1A,TFDP2,GTF2F2,PHF6,ARID4B,ZNF738,PSIP1,SUB1,MAGED1,PQBP1,SRSF10,PHF20,IFT57,PFDN5,SSBP2,ZNF638,MCRS1,FADS1,MNAT1,RUVBL2,ZNF33B,PNN,MRPS17,SUMO1,DDX1,NRBF2,MLX,CSNK2A1,ATXN3,CHD9,BTF3,PBRM1,HNRNPDL,PHB,SAP30BP,CNBP,ZNF451,ZMYM2,ZNHIT3,DPF2,BRD8,PPIE,PKNOX1,RBBP4,DYNLL1,ING3,ZRANB2,NFYB,UBE2V1,ZNF770,APEX1,ATF2,GTF2A1,TGS1,YBX1,SBNO1,HMGN2,MORF4L1,ZNF512,ZNF195,SRFBP1,KHDRBS3,BAZ2B",biological_process,"regulation of transcription, DNA-dependent",140,113,2106,17.0349492824,10.8972222283
GO:0034641,"ENSG00000198130,ENSG00000100911,ENSG00000163636,ENSG00000075239,ENSG00000070669,ENSG00000072506,ENSG00000110801,ENSG00000041357,ENSG00000108671,ENSG00000108294,ENSG00000125818,ENSG00000104904,ENSG00000100567,ENSG00000149089,ENSG00000161057,ENSG00000091140,ENSG00000087191,ENSG00000106588,ENSG00000256646,ENSG00000092010,ENSG00000099341,ENSG00000180304,ENSG00000165916,ENSG00000100764,ENSG00000120053,ENSG00000092621,ENSG00000135069,ENSG00000131467,ENSG00000185627,ENSG00000100902,ENSG00000173692,ENSG00000100804,ENSG00000155096,ENSG00000065154,ENSG00000166228,ENSG00000129084,ENSG00000100519,ENSG00000166165,ENSG00000008018,ENSG00000101182,ENSG00000008311,ENSG00000175166,ENSG00000143106,ENSG00000136930,ENSG00000142507,ENSG00000126067,ENSG00000159352,ENSG00000159377,ENSG00000115233,ENSG00000101843","HIBCH,PSME2,PSMD6,ACAT1,ASNS,HSD17B10,PSMD9,PSMA4,PSMD11,PSMB3,PSMF1,OAZ1,PSMA3,APIP,PSMC2,DLD,PSMC5,PSMA2,PSMA2,PSME1,PSMD8,OAZ2,PSMC3,PSMC1,GOT1,PHGDH,PSAT1,PSME3,PSMD13,PSMA6,PSMD1,PSMB5,AZIN1,OAT,PCBD1,PSMA1,PSMC6,CKB,PSMB1,PSMA7,AASS,PSMD2,PSMA5,PSMB7,PSMB6,PSMB2,PSMD4,PSMB4,PSMD14,PSMD10",biological_process,cellular nitrogen compound metabolic process,55,50,214,16.9023235728,10.7645965187
GO:0006457,"ENSG00000166226,ENSG00000100380,ENSG00000113312,ENSG00000153015,ENSG00000167552,ENSG00000240344,ENSG00000123349,ENSG00000088832,ENSG00000173486,ENSG00000074695,ENSG00000115484,ENSG00000084072,ENSG00000143256,ENSG00000205981,ENSG00000171497,ENSG00000104129,ENSG00000131013,ENSG00000146731,ENSG00000117899,ENSG00000025796,ENSG00000096384,ENSG00000116957,ENSG00000171530,ENSG00000069345,ENSG00000150753,ENSG00000109971,ENSG00000086061,ENSG00000080824,ENSG00000126698,ENSG00000138398,ENSG00000168259,ENSG00000166794,ENSG00000163468,ENSG00000105993,ENSG00000183207,ENSG00000156261,ENSG00000113068,ENSG00000153201,ENSG00000166598,ENSG00000135624,ENSG00000196262,ENSG00000100591,ENSG00000115541,ENSG00000143870,ENSG00000120438,ENSG00000167004,ENSG00000126756,ENSG00000075624,ENSG00000113013","CCT2,ST13,TTC1,CWC27,TUBA1A,PPIL3,PFDN5,FKBP1A,FKBP2,LMAN1,CCT4,PPIE,PFDN2,DNAJC19,PPID,DNAJC17,PPIL4,CCT6A,MESDC2,SEC63,HSP90AB1,TBCE,TBCA,DNAJA2,CCT5,HSPA8,DNAJA1,HSP90AA1,DNAJC8,PPIG,DNAJC7,PPIB,CCT3,DNAJB6,RUVBL2,CCT8,PFDN1,RANBP2,HSP90B1,CCT7,PPIA,AHSA1,HSPE1,PDIA6,TCP1,PDIA3,UXT,ACTB,HSPA9",biological_process,protein folding,54,49,210,16.4626909232,10.3249638691
GO:0002474,"ENSG00000170315,ENSG00000138674,ENSG00000100911,ENSG00000163636,ENSG00000110801,ENSG00000041357,ENSG00000108671,ENSG00000108294,ENSG00000125818,ENSG00000152700,ENSG00000100567,ENSG00000161057,ENSG00000087191,ENSG00000106588,ENSG00000256646,ENSG00000099341,ENSG00000221983,ENSG00000092010,ENSG00000165916,ENSG00000100764,ENSG00000077721,ENSG00000131467,ENSG00000185627,ENSG00000100902,ENSG00000173692,ENSG00000100804,ENSG00000129084,ENSG00000100519,ENSG00000008018,ENSG00000101182,ENSG00000143947,ENSG00000175166,ENSG00000143106,ENSG00000136930,ENSG00000142507,ENSG00000126067,ENSG00000159352,ENSG00000159377,ENSG00000115233,ENSG00000167004,ENSG00000101843","UBB,SEC31A,PSME2,PSMD6,PSMD9,PSMA4,PSMD11,PSMB3,PSMF1,SAR1B,PSMA3,PSMC2,PSMC5,PSMA2,PSMA2,PSMD8,UBA52,PSME1,PSMC3,PSMC1,UBE2A,PSME3,PSMD13,PSMA6,PSMD1,PSMB5,PSMA1,PSMC6,PSMB1,PSMA7,RPS27A,PSMD2,PSMA5,PSMB7,PSMB6,PSMB2,PSMD4,PSMB4,PSMD14,PDIA3,PSMD10",biological_process,antigen processing and presentation of peptide antigen via MHC class I,44,41,164,16.3975435178,10.2598164637
GO:0006810,"ENSG00000095139,ENSG00000074201,ENSG00000170310,ENSG00000149557,ENSG00000108528,ENSG00000204843,ENSG00000185009,ENSG00000040341,ENSG00000125971,ENSG00000077380,ENSG00000135720,ENSG00000070718,ENSG00000151729,ENSG00000007168,ENSG00000102900,ENSG00000145907,ENSG00000144136,ENSG00000115947,ENSG00000161203,ENSG00000144635,ENSG00000127914,ENSG00000088986,ENSG00000121073,ENSG00000196655,ENSG00000109919,ENSG00000042753,ENSG00000102898,ENSG00000075142,ENSG00000068697,ENSG00000180957,ENSG00000151914,ENSG00000005022,ENSG00000111481,ENSG00000177879,ENSG00000198356,ENSG00000067596,ENSG00000182934,ENSG00000075415,ENSG00000115540,ENSG00000070961,ENSG00000138757,ENSG00000008952,ENSG00000114120,ENSG00000170043,ENSG00000125304","ARCN1,CLNS1A,STX8,FEZ1,SLC25A11,DCTN1,AP3M1,STAU2,DYNLRB1,DYNC1I2,DYNC1LI2,AP3M2,SLC25A4,PAFAH1B1,NUP93,G3BP1,SLC20A1,ORC4,AP2M1,DYNC1LI1,AKAP9,DYNLL1,SLC35B1,TRAPPC4,MTCH2,AP2S1,NUTF2,SRI,LAPTM4A,PITPNB,DST,SLC25A5,COPZ1,AP3S1,ASNA1,DHX8,SRPR,SLC25A3,MOB4,ATP2B1,G3BP2,SEC62,SLC25A36,TRAPPC1,TM9SF2",biological_process,transport,49,45,561,16.3650278107,10.2273007566
GO:0015031,"ENSG00000138069,ENSG00000103769,ENSG00000138674,ENSG00000160948,ENSG00000009844,ENSG00000086065,ENSG00000185651,ENSG00000116521,ENSG00000149182,ENSG00000099246,ENSG00000213465,ENSG00000111237,ENSG00000102900,ENSG00000132780,ENSG00000168118,ENSG00000185236,ENSG00000131238,ENSG00000074319,ENSG00000168172,ENSG00000163904,ENSG00000143761,ENSG00000057608,ENSG00000053501,ENSG00000177879,ENSG00000164902,ENSG00000157349,ENSG00000166128,ENSG00000092108,ENSG00000067560,ENSG00000138175,ENSG00000198301,ENSG00000105669,ENSG00000070831,ENSG00000115963,ENSG00000149196,ENSG00000042753,ENSG00000168397,ENSG00000034713,ENSG00000145817,ENSG00000249884,ENSG00000166598,ENSG00000180398,ENSG00000170296,ENSG00000169251,ENSG00000075826,ENSG00000136238,ENSG00000116918,ENSG00000008952,ENSG00000196531,ENSG00000115561,ENSG00000132341,ENSG00000069329,ENSG00000168374,ENSG00000108587","RAB1A,RAB11A,SEC31A,VPS28,VTA1,CHMP5,UBE2L3,SCAMP3,ARFGAP2,RAB18,ARL2,VPS29,NUP93,NASP,RAB4A,RAB11B,PPT1,TSG101,HOOK3,SENP2,ARF1,GDI2,USE1,AP3S1,PHAX,DDX19B,RAB8B,SCFD1,RHOA,ARL3,SDAD1,COPE,CDC42,RND3,C11orf73,AP2S1,ATG4B,GABARAPL2,YIPF5,RNF103-CHMP3,HSP90B1,MCFD2,GABARAP,NMD3,SEC31B,RAC1,TSNAX,SEC62,NACA,CHMP3,RAN,VPS35,ARF4,GOSR1",biological_process,protein transport,61,54,517,15.6371487859,9.49942173179
GO:0007049,"ENSG00000132780,ENSG00000103769,ENSG00000152359,ENSG00000204628,ENSG00000133134,ENSG00000116741,ENSG00000082258,ENSG00000185236,ENSG00000159593,ENSG00000107949,ENSG00000096401,ENSG00000213465,ENSG00000182149,ENSG00000100014,ENSG00000020426,ENSG00000138175,ENSG00000099956,ENSG00000060339,ENSG00000125354,ENSG00000196235,ENSG00000081154,ENSG00000196504,ENSG00000105058,ENSG00000159140,ENSG00000109971,ENSG00000168385,ENSG00000100393,ENSG00000069956,ENSG00000115561,ENSG00000101266,ENSG00000100865,ENSG00000113068,ENSG00000094880,ENSG00000123975,ENSG00000135164,ENSG00000166946,ENSG00000172531,ENSG00000138758,ENSG00000166197","NASP,RAB11A,POC5,GNB2L1,BEX2,RGS2,CCNT2,RAB11B,NAE1,BCCIP,CDC5L,ARL2,IST1,SPECC1L,MNAT1,ARL3,SMARCB1,CCAR1,SEPT6,SUPT5H,PCNP,PRPF40A,FAM32A,SON,HSPA8,SEPT2,EP300,MAPK6,CHMP3,CSNK2A1,CINP,PFDN1,CDC23,CKS2,DMTF1,CCNDBP1,PPP1CA,SEPT11,NOLC1",biological_process,cell cycle,42,39,270,15.4633612285,9.3256341744
GO:0000398,"ENSG00000115524,ENSG00000067596,ENSG00000170144,ENSG00000096401,ENSG00000174891,ENSG00000115875,ENSG00000197111,ENSG00000087365,ENSG00000108654,ENSG00000112081,ENSG00000153187,ENSG00000005075,ENSG00000131876,ENSG00000153015,ENSG00000096746,ENSG00000135829,ENSG00000143977,ENSG00000131795,ENSG00000139343,ENSG00000167088,ENSG00000125351,ENSG00000188342,ENSG00000125835,ENSG00000182004,ENSG00000183431,ENSG00000060339,ENSG00000100603,ENSG00000100650,ENSG00000100142,ENSG00000105258,ENSG00000099817,ENSG00000165119,ENSG00000100941,ENSG00000122566,ENSG00000070756,ENSG00000117614,ENSG00000003756,ENSG00000047315,ENSG00000084072,ENSG00000115128,ENSG00000147669,ENSG00000123136,ENSG00000125944,ENSG00000060688,ENSG00000136527,ENSG00000169045,ENSG00000240344,ENSG00000125870,ENSG00000065978,ENSG00000109536,ENSG00000126698,ENSG00000100028,ENSG00000204392,ENSG00000163882,ENSG00000090060,ENSG00000168002,ENSG00000188529,ENSG00000124562,ENSG00000116754,ENSG00000160201,ENSG00000198563,ENSG00000147274,ENSG00000135316,ENSG00000170860,ENSG00000099783,ENSG00000092199,ENSG00000135486","SF3B1,DHX8,HNRNPA3,CDC5L,RSRC1,SRSF7,PCBP2,SF3B2,DDX5,SRSF3,HNRNPU,POLR2J,SNRPA1,CWC27,HNRNPH3,DHX9,SNRPG,RBM8A,SNRPF,SNRPD1,UPF3B,GTF2F2,SNRPB,SNRPE,SF3A3,CCAR1,SNW1,SRSF5,POLR2F,POLR2I,POLR2E,HNRNPK,PNN,HNRNPA2B1,PABPC1,SYF2,RBM5,POLR2B,PPIE,SF3B14,POLR2K,DDX39A,HNRNPR,SNRNP40,TRA2B,HNRNPH1,PPIL3,SNRPB2,YBX1,FRG1,DNAJC8,SNRPD3,LSM2,POLR2H,PAPOLA,POLR2G,SRSF10,SNRPC,SRSF11,U2AF1,DDX39B,RBMX,SYNCRIP,LSM3,HNRNPM,HNRNPC,HNRNPA1",biological_process,"mRNA splicing, via spliceosome",79,67,196,14.7766296909,8.6389026368
GO:0051301,"ENSG00000128944,ENSG00000146425,ENSG00000175216,ENSG00000176386,ENSG00000175792,ENSG00000136824,ENSG00000117697,ENSG00000082258,ENSG00000182149,ENSG00000097046,ENSG00000168385,ENSG00000144635,ENSG00000154473,ENSG00000108055,ENSG00000100014,ENSG00000169689,ENSG00000007168,ENSG00000113712,ENSG00000128989,ENSG00000074319,ENSG00000166974,ENSG00000047849,ENSG00000151465,ENSG00000147400,ENSG00000163539,ENSG00000100749,ENSG00000113328,ENSG00000196504,ENSG00000164754,ENSG00000147601,ENSG00000070831,ENSG00000182628,ENSG00000152240,ENSG00000167552,ENSG00000115561,ENSG00000100865,ENSG00000101367,ENSG00000138758,ENSG00000068796,ENSG00000074054,ENSG00000094880,ENSG00000123975,ENSG00000134058,ENSG00000164885,ENSG00000089053,ENSG00000141552,ENSG00000172531,ENSG00000132341","KNSTRN,DYNLT1,CKAP5,CDC26,RUVBL1,SMC2,NSL1,CCNT2,IST1,CDC7,SEPT2,DYNC1LI1,BUB3,SMC3,SPECC1L,STRA13,PAFAH1B1,CSNK1A1,ARPP19,TSG101,MAPRE2,MAP4,CDC123,CETN2,CLASP2,VRK1,CCNG1,PRPF40A,RAD21,TERF1,CDC42,SKA2,HAUS1,TUBA1A,CHMP3,CINP,MAPRE1,SEPT11,KIF2A,CLASP1,CDC23,CKS2,CDK7,CDK5,ANAPC5,ANAPC11,PPP1CA,RAN",biological_process,cell division,54,48,330,14.5254453327,8.38771827857
GO:0007165,"ENSG00000138069,ENSG00000113712,ENSG00000103769,ENSG00000106244,ENSG00000160049,ENSG00000198791,ENSG00000148484,ENSG00000166200,ENSG00000141030,ENSG00000167085,ENSG00000112983,ENSG00000089289,ENSG00000204435,ENSG00000087460,ENSG00000100528,ENSG00000144136,ENSG00000143549,ENSG00000124795,ENSG00000136738,ENSG00000099246,ENSG00000078304,ENSG00000108055,ENSG00000166426,ENSG00000000003,ENSG00000205339,ENSG00000160310,ENSG00000198431,ENSG00000168118,ENSG00000089820,ENSG00000185236,ENSG00000169567,ENSG00000143198,ENSG00000136238,ENSG00000057608,ENSG00000166974,ENSG00000165119,ENSG00000137942,ENSG00000100644,ENSG00000127914,ENSG00000168734,ENSG00000164924,ENSG00000134684,ENSG00000166128,ENSG00000151422,ENSG00000174021,ENSG00000067560,ENSG00000133026,ENSG00000158019,ENSG00000069956,ENSG00000080824,ENSG00000101109,ENSG00000198160,ENSG00000070831,ENSG00000186908,ENSG00000115963,ENSG00000101266,ENSG00000112186,ENSG00000159593,ENSG00000136810,ENSG00000128656,ENSG00000132341,ENSG00000240720,ENSG00000101558,ENSG00000181163,ENSG00000077809,ENSG00000075142,ENSG00000164111,ENSG00000117632,ENSG00000112339,ENSG00000143933,ENSG00000110880,ENSG00000058272,ENSG00000110958,ENSG00000110492,ENSG00000167004,ENSG00000134769","RAB1A,CSNK1A1,RAB11A,PDAP1,DFFA,CNOT7,RSU1,COPS2,COPS3,PHB,BRD8,IGBP1,CSNK2B,GNAS,CNIH1,SLC20A1,TPM3,DEK,STAM,RAB18,PPP2R5C,SMC3,CRABP1,TSPAN6,IPO7,PRMT2,TXNRD1,RAB4A,ARHGAP4,RAB11B,HINT1,MGST3,RAC1,GDI2,MAPRE2,HNRNPK,FNBP1L,HIF1A,AKAP9,PKIG,YWHAZ,YARS,RAB8B,FER,GNG5,RHOA,MYH10,BRE,MAPK6,HSP90AA1,STK4,MIER1,CDC42,ZDHHC17,RND3,CSNK2A1,CAP2,NAE1,TXN,CHN1,RAN,LRRD1,VAPA,NPM1,GTF2I,SRI,ANXA5,STMN1,HBS1L,CALM2,CORO1C,PPP1R12A,PTGES3,MDK,PDIA3,DTNA",biological_process,signal transduction,92,76,1487,14.0931070571,7.95538000306
GO:0055085,"ENSG00000111371,ENSG00000014824,ENSG00000165637,ENSG00000167996,ENSG00000213585,ENSG00000078668,ENSG00000087460,ENSG00000047410,ENSG00000159720,ENSG00000102900,ENSG00000141424,ENSG00000113732,ENSG00000144136,ENSG00000136888,ENSG00000094914,ENSG00000121073,ENSG00000141349,ENSG00000155097,ENSG00000117410,ENSG00000134294,ENSG00000164414,ENSG00000196950,ENSG00000103769,ENSG00000151914,ENSG00000100554,ENSG00000153201,ENSG00000131100,ENSG00000087086,ENSG00000114120,ENSG00000205060,ENSG00000136243,ENSG00000147416,ENSG00000070961,ENSG00000008952,ENSG00000033627,ENSG00000101146","SLC38A1,SLC30A9,VDAC2,FTH1,VDAC1,VDAC3,GNAS,TPR,ATP6V0D1,NUP93,SLC39A6,ATP6V0E1,SLC20A1,ATP6V1G1,AAAS,SLC35B1,G6PC3,ATP6V1C1,ATP6V0B,SLC38A2,SLC35A1,SLC39A10,RAB11A,DST,ATP6V1D,RANBP2,ATP6V1E1,FTL,SLC25A36,SLC35B4,NUPL2,ATP6V1B2,ATP2B1,SEC62,ATP6V0A1,RAE1",biological_process,transmembrane transport,39,36,723,14.0706286127,7.93290155866
GO:0000122,"ENSG00000170315,ENSG00000197323,ENSG00000166200,ENSG00000116560,ENSG00000196591,ENSG00000108654,ENSG00000167085,ENSG00000165671,ENSG00000108561,ENSG00000047410,ENSG00000164587,ENSG00000196235,ENSG00000004487,ENSG00000196233,ENSG00000023734,ENSG00000171497,ENSG00000181090,ENSG00000089289,ENSG00000221983,ENSG00000100603,ENSG00000147649,ENSG00000168734,ENSG00000130816,ENSG00000171720,ENSG00000120798,ENSG00000141002,ENSG00000171634,ENSG00000100393,ENSG00000141027,ENSG00000163159,ENSG00000143799,ENSG00000074800,ENSG00000136810,ENSG00000143947,ENSG00000065978,ENSG00000139372,ENSG00000113649,ENSG00000101928,ENSG00000101843,ENSG00000168214,ENSG00000101040,ENSG00000189403,ENSG00000126756","UBB,TRIM33,COPS2,SFPQ,HDAC2,DDX5,PHB,NSD1,C1QBP,TPR,RPS14,SUPT5H,KDM1A,LCOR,STRAP,PPID,EHMT1,IGBP1,UBA52,SNW1,MTDH,PKIG,DNMT1,HDAC3,NR2C1,TCF25,BPTF,EP300,NCOR1,VPS72,PARP1,ENO1,TXN,RPS27A,YBX1,TDG,TCERG1,MOSPD1,PSMD10,RBPJ,ZMYND8,HMGB1,UXT",biological_process,negative regulation of transcription from RNA polymerase II promoter,48,43,571,13.8562090669,7.71848201285
GO:0006368,"ENSG00000103363,ENSG00000111358,ENSG00000092201,ENSG00000163882,ENSG00000005075,ENSG00000082258,ENSG00000196235,ENSG00000134480,ENSG00000137947,ENSG00000020426,ENSG00000112592,ENSG00000188342,ENSG00000100142,ENSG00000105258,ENSG00000101158,ENSG00000099817,ENSG00000047315,ENSG00000147669,ENSG00000085231,ENSG00000165417,ENSG00000120656,ENSG00000168002,ENSG00000187735,ENSG00000140307,ENSG00000134058,ENSG00000154582","TCEB2,GTF2H3,SUPT16H,POLR2H,POLR2J,CCNT2,SUPT5H,CCNH,GTF2B,MNAT1,TBP,GTF2F2,POLR2F,POLR2I,NELFCD,POLR2E,POLR2B,POLR2K,TAF9,GTF2A1,TAF12,POLR2G,TCEA1,GTF2A2,CDK7,TCEB1",biological_process,transcription elongation from RNA polymerase II promoter,27,26,78,13.8072675241,7.66954047004
GO:0022904,"ENSG00000152234,ENSG00000172115,ENSG00000167792,ENSG00000173660,ENSG00000164919,ENSG00000065518,ENSG00000166136,ENSG00000186010,ENSG00000164405,ENSG00000117118,ENSG00000241468,ENSG00000164258,ENSG00000183648,ENSG00000128609,ENSG00000189043,ENSG00000178741,ENSG00000160194,ENSG00000130414,ENSG00000127540,ENSG00000119421,ENSG00000131174,ENSG00000140374,ENSG00000165629,ENSG00000125356,ENSG00000116459,ENSG00000168653,ENSG00000139180,ENSG00000110717,ENSG00000090266,ENSG00000158864,ENSG00000105379,ENSG00000165264,ENSG00000178127,ENSG00000115286,ENSG00000127184,ENSG00000004779,ENSG00000126267,ENSG00000167863,ENSG00000010256,ENSG00000267059,ENSG00000169020,ENSG00000140990,ENSG00000159199,ENSG00000136521,ENSG00000154723,ENSG00000151366,ENSG00000241837,ENSG00000170906,ENSG00000110955,ENSG00000109390,ENSG00000184752","ATP5A1,CYCS,NDUFV1,UQCRH,COX6C,NDUFB4,NDUFB8,NDUFA13,UQCRQ,SDHB,ATP5J2,NDUFS4,NDUFB1,NDUFA5,NDUFA4,COX5A,NDUFV3,NDUFA10,UQCR11,NDUFA8,COX7B,ETFA,ATP5C1,NDUFA1,ATP5F1,NDUFS5,NDUFA9,NDUFS8,NDUFB2,NDUFS2,ETFB,NDUFB6,NDUFV2,NDUFS7,COX7C,NDUFAB1,COX6B1,ATP5H,UQCRC1,UQCR11,ATP5I,NDUFB10,ATP5G1,NDUFB5,ATP5J,NDUFC2,ATP5O,NDUFA3,ATP5B,NDUFC1,NDUFA12",biological_process,respiratory electron transport chain,59,51,113,13.1540667485,7.01633969445
GO:0006367,"ENSG00000111358,ENSG00000134480,ENSG00000197323,ENSG00000120798,ENSG00000163882,ENSG00000170315,ENSG00000005075,ENSG00000082258,ENSG00000188342,ENSG00000114126,ENSG00000020426,ENSG00000112592,ENSG00000221983,ENSG00000100603,ENSG00000100142,ENSG00000105258,ENSG00000099817,ENSG00000159479,ENSG00000054118,ENSG00000085231,ENSG00000047315,ENSG00000148572,ENSG00000147669,ENSG00000141027,ENSG00000143799,ENSG00000165417,ENSG00000133997,ENSG00000077809,ENSG00000143947,ENSG00000160563,ENSG00000120656,ENSG00000168002,ENSG00000134058,ENSG00000140307,ENSG00000137947,ENSG00000168214,ENSG00000136146","GTF2H3,CCNH,TRIM33,NR2C1,POLR2H,UBB,POLR2J,CCNT2,GTF2F2,TFDP2,MNAT1,TBP,UBA52,SNW1,POLR2F,POLR2I,POLR2E,MED8,THRAP3,TAF9,POLR2B,NRBF2,POLR2K,NCOR1,PARP1,GTF2A1,MED6,GTF2I,RPS27A,MED27,TAF12,POLR2G,CDK7,GTF2A2,GTF2B,RBPJ,MED4",biological_process,transcription initiation from RNA polymerase II promoter,41,37,204,12.7924227138,6.65469565967
GO:0008152,"ENSG00000198130,ENSG00000072042,ENSG00000131473,ENSG00000075239,ENSG00000093144,ENSG00000127884,ENSG00000072506,ENSG00000117054,ENSG00000120992,ENSG00000182220,ENSG00000111669,ENSG00000104823,ENSG00000138382,ENSG00000198189,ENSG00000145439,ENSG00000101654,ENSG00000092621,ENSG00000135069,ENSG00000116171,ENSG00000104325,ENSG00000268083,ENSG00000084754,ENSG00000163541,ENSG00000126457,ENSG00000131828,ENSG00000112972,ENSG00000100417,ENSG00000168291,ENSG00000011009,ENSG00000087995,ENSG00000110871,ENSG00000071462,ENSG00000157426,ENSG00000070669,ENSG00000100612,ENSG00000116906,ENSG00000204310,ENSG00000120437,ENSG00000136143,ENSG00000005194","HIBCH,RDH11,ACLY,ACAT1,ECHDC1,ECHS1,HSD17B10,ACADM,LYPLA1,ATP6AP2,TPI1,ECH1,METTL5,HSD17B11,CBR4,RNMT,PHGDH,PSAT1,SCP2,DECR1,AC104534.3,HADHA,SUCLG1,PRMT1,PDHA1,HMGCS1,PMM1,PDHB,LYPLA2,METTL2A,COQ5,WBSCR22,AASDH,ASNS,DHRS7,GNPAT,AGPAT1,ACAT2,SUCLA2,CIAPIN1",biological_process,metabolic process,45,40,486,12.5758400482,6.43811299411
