,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value,modality,phenotype
GO:0045893,"ENSG00000120533,ENSG00000120837,ENSG00000179222,ENSG00000033800,ENSG00000005483,ENSG00000187735,ENSG00000244687,ENSG00000108064,ENSG00000125651,ENSG00000157450,ENSG00000196591,ENSG00000108654,ENSG00000167085,ENSG00000138668,ENSG00000172660,ENSG00000138293,ENSG00000054118,ENSG00000163104","ENY2,NFYB,MAGED1,PIAS1,KMT2E,TCEA1,UBE2V1,TFAM,GTF2F1,RNF111,HDAC2,DDX5,PHB,HNRNPD,TAF15,NCOA4,THRAP3,SMARCAD1",biological_process,"positive regulation of transcription, DNA-dependent",23,18,573,13.6158912873,8.27355703531,excluded,NPC
GO:0006511,"ENSG00000066427,ENSG00000113558,ENSG00000256646,ENSG00000103194,ENSG00000140455,ENSG00000119048,ENSG00000154582,ENSG00000129559,ENSG00000135108,ENSG00000089053,ENSG00000129084,ENSG00000118939,ENSG00000256206,ENSG00000106588,ENSG00000109332","ATXN3,SKP1,PSMA2,USP10,USP3,UBE2B,TCEB1,NEDD8,FBXO21,ANAPC5,PSMA1,UCHL3,PSMA1,PSMA2,UBE2D3",biological_process,ubiquitin-dependent protein catabolic process,18,15,196,13.5638257103,8.22149145833,excluded,NPC
GO:0007420,"ENSG00000099246,ENSG00000159720,ENSG00000133026,ENSG00000075239,ENSG00000004455,ENSG00000131238,ENSG00000164258,ENSG00000138495,ENSG00000007168,ENSG00000140443,ENSG00000143156","RAB18,ATP6V0D1,MYH10,ACAT1,AK2,PPT1,NDUFS4,COX17,PAFAH1B1,IGF1R,NME7",biological_process,brain development,12,11,216,13.3823669454,8.04003269346,excluded,NPC
GO:0030154,"ENSG00000067560,ENSG00000173933,ENSG00000244687,ENSG00000248643,ENSG00000074319,ENSG00000101079,ENSG00000114416,ENSG00000116918,ENSG00000175183,ENSG00000068796,ENSG00000105254","RHOA,RBM4,UBE2V1,RBM14-RBM4,TSG101,NDRG3,FXR1,TSNAX,CSRP2,KIF2A,TBCB",biological_process,cell differentiation,12,11,461,13.3823669454,8.04003269346,excluded,NPC
GO:0016044,"ENSG00000095139,ENSG00000184432,ENSG00000122705,ENSG00000138674,ENSG00000157020,ENSG00000105669,ENSG00000074319,ENSG00000152700,ENSG00000134644,ENSG00000221983,ENSG00000136738","ARCN1,COPB2,CLTA,SEC31A,SEC13,COPE,TSG101,SAR1B,PUM1,UBA52,STAM",biological_process,cellular membrane organization,12,11,100,13.3823669454,8.04003269346,excluded,NPC
GO:0005975,"ENSG00000198791,ENSG00000134333,ENSG00000102393,ENSG00000198668,ENSG00000102900,ENSG00000163931,ENSG00000149925,ENSG00000143933,ENSG00000130383,ENSG00000101901,ENSG00000102893,ENSG00000067225,ENSG00000136243","CNOT7,LDHA,GLA,CALM1,NUP93,TKT,ALDOA,CALM2,FUT5,ALG13,PHKB,PKM,NUPL2",biological_process,carbohydrate metabolic process,15,13,415,13.2761834326,7.93384918064,excluded,NPC
GO:0006468,"ENSG00000134480,ENSG00000139180,ENSG00000168002,ENSG00000069956,ENSG00000121989,ENSG00000100142,ENSG00000082701,ENSG00000096063,ENSG00000174891,ENSG00000180228,ENSG00000140443,ENSG00000008128,ENSG00000101266,ENSG00000114956","CCNH,NDUFA9,POLR2G,MAPK6,ACVR2A,POLR2F,GSK3B,SRPK1,RSRC1,PRKRA,IGF1R,CDK11A,CSNK2A1,DGUOK",biological_process,protein phosphorylation,17,14,648,12.557666743,7.21533249103,excluded,NPC
GO:0016192,"ENSG00000095139,ENSG00000184432,ENSG00000122705,ENSG00000092108,ENSG00000135541,ENSG00000133318,ENSG00000256861,ENSG00000152700,ENSG00000125991,ENSG00000085719,ENSG00000100528,ENSG00000177879,ENSG00000079332,ENSG00000070718","ARCN1,COPB2,CLTA,SCFD1,AHI1,RTN3,RP11-512M8.5,SAR1B,ERGIC3,CPNE3,CNIH1,AP3S1,SAR1A,AP3M2",biological_process,vesicle-mediated transport,17,14,222,12.557666743,7.21533249103,excluded,NPC
GO:0008152,"ENSG00000198130,ENSG00000101247,ENSG00000093144,ENSG00000075239,ENSG00000071462,ENSG00000163931,ENSG00000145439,ENSG00000117054,ENSG00000126457,ENSG00000131828","HIBCH,NDUFAF5,ECHDC1,ACAT1,WBSCR22,TKT,CBR4,ACADM,PRMT1,PDHA1",biological_process,metabolic process,11,10,486,12.2638520245,6.92151777249,excluded,NPC
GO:0000086,"ENSG00000108953,ENSG00000175216,ENSG00000134480,ENSG00000007168,ENSG00000078674,ENSG00000167552,ENSG00000128989,ENSG00000089053,ENSG00000127914,ENSG00000077380","YWHAE,CKAP5,CCNH,PAFAH1B1,PCM1,TUBA1A,ARPP19,ANAPC5,AKAP9,DYNC1I2",biological_process,G2/M transition of mitotic cell cycle,11,10,126,12.2638520245,6.92151777249,excluded,NPC
GO:0008285,"ENSG00000078304,ENSG00000134982,ENSG00000111653,ENSG00000124802,ENSG00000180228,ENSG00000167085,ENSG00000074319,ENSG00000100532,ENSG00000150093,ENSG00000239672,ENSG00000162521,ENSG00000140105","PPP2R5C,APC,ING4,EEF1E1,PRKRA,PHB,TSG101,CGRRF1,ITGB1,NME1,RBBP4,WARS",biological_process,negative regulation of cell proliferation,14,12,409,12.2234816892,6.88114743727,excluded,NPC
GO:0048011,"ENSG00000108953,ENSG00000179222,ENSG00000067560,ENSG00000108946,ENSG00000166913,ENSG00000082701,ENSG00000221983,ENSG00000164305,ENSG00000143933,ENSG00000122705,ENSG00000198668,ENSG00000196591","YWHAE,MAGED1,RHOA,PRKAR1A,YWHAB,GSK3B,UBA52,CASP3,CALM2,CLTA,CALM1,HDAC2",biological_process,nerve growth factor receptor signaling pathway,14,12,226,12.2234816892,6.88114743727,excluded,NPC
GO:0007049,"ENSG00000132780,ENSG00000122545,ENSG00000159140,ENSG00000069956,ENSG00000152359,ENSG00000138758,ENSG00000135164,ENSG00000204628,ENSG00000196504,ENSG00000101266,ENSG00000082258,ENSG00000159593,ENSG00000168385","NASP,SEPT7,SON,MAPK6,POC5,SEPT11,DMTF1,GNB2L1,PRPF40A,CSNK2A1,CCNT2,NAE1,SEPT2",biological_process,cell cycle,16,13,270,11.5590212056,6.21668695364,excluded,NPC
GO:0007264,"ENSG00000099246,ENSG00000166128,ENSG00000067560,ENSG00000166913,ENSG00000120805,ENSG00000155366,ENSG00000070831,ENSG00000057608,ENSG00000152700,ENSG00000074696,ENSG00000128656,ENSG00000168385,ENSG00000079332","RAB18,RAB8B,RHOA,YWHAB,ARL1,RHOC,CDC42,GDI2,SAR1B,PTPLAD1,CHN1,SEPT2,SAR1A",biological_process,small GTPase mediated signal transduction,16,13,373,11.5590212056,6.21668695364,excluded,NPC
GO:0007155,"ENSG00000153774,ENSG00000067560,ENSG00000083457,ENSG00000092148,ENSG00000243678,ENSG00000149557,ENSG00000134982,ENSG00000011052,ENSG00000150093","CFDP1,RHOA,ITGAE,HECTD1,NME1-NME2,FEZ1,APC,NME2,ITGB1",biological_process,cell adhesion,10,9,494,11.1459427143,5.8036084623,excluded,NPC
GO:0043123,"ENSG00000101558,ENSG00000067560,ENSG00000244687,ENSG00000155366,ENSG00000117262,ENSG00000198160,ENSG00000204977,ENSG00000186908,ENSG00000221983","VAPA,RHOA,UBE2V1,RHOC,GPR89A,MIER1,TRIM13,ZDHHC17,UBA52",biological_process,positive regulation of I-kappaB kinase/NF-kappaB cascade,10,9,161,11.1459427143,5.8036084623,excluded,NPC
GO:0006928,"ENSG00000125868,ENSG00000138071,ENSG00000184009,ENSG00000163466,ENSG00000116489,ENSG00000198898,ENSG00000143549,ENSG00000075624,ENSG00000127603","DSTN,ACTR2,ACTG1,ARPC2,CAPZA1,CAPZA2,TPM3,ACTB,MACF1",biological_process,cellular component movement,10,9,108,11.1459427143,5.8036084623,excluded,NPC
GO:0007411,"ENSG00000067560,ENSG00000133026,ENSG00000092841,ENSG00000149557,ENSG00000155366,ENSG00000101266,ENSG00000082701,ENSG00000184009,ENSG00000070831,ENSG00000075624,ENSG00000150093,ENSG00000122705,ENSG00000166913","RHOA,MYH10,MYL6,FEZ1,RHOC,CSNK2A1,GSK3B,ACTG1,CDC42,ACTB,ITGB1,CLTA,YWHAB",biological_process,axon guidance,17,13,341,10.185921243,4.84358699102,excluded,NPC
GO:0006184,"ENSG00000099246,ENSG00000134697,ENSG00000166128,ENSG00000067560,ENSG00000120805,ENSG00000155366,ENSG00000167552,ENSG00000070831,ENSG00000152700,ENSG00000079332","RAB18,GNL2,RAB8B,RHOA,ARL1,RHOC,TUBA1A,CDC42,SAR1B,SAR1A",biological_process,GTP catabolic process,12,10,269,10.1349552737,4.79262102173,excluded,NPC
GO:0007268,"ENSG00000007168,ENSG00000127914,ENSG00000135821,ENSG00000067715,ENSG00000073969,ENSG00000143933,ENSG00000186469,ENSG00000066427,ENSG00000198668,ENSG00000134769","PAFAH1B1,AKAP9,GLUL,SYT1,NSF,CALM2,GNG2,ATXN3,CALM1,DTNA",biological_process,synaptic transmission,12,10,409,10.1349552737,4.79262102173,excluded,NPC
GO:0030036,"ENSG00000158427,ENSG00000067560,ENSG00000133026,ENSG00000007168,ENSG00000138071,ENSG00000070831,ENSG00000110880,ENSG00000116489,ENSG00000066427,ENSG00000198898","TMSB15B,RHOA,MYH10,PAFAH1B1,ACTR2,CDC42,CORO1C,CAPZA1,ATXN3,CAPZA2",biological_process,actin cytoskeleton organization,12,10,164,10.1349552737,4.79262102173,excluded,NPC
GO:0030168,"ENSG00000164924,ENSG00000067560,ENSG00000128595,ENSG00000196262,ENSG00000149925,ENSG00000143933,ENSG00000186469,ENSG00000198668","YWHAZ,RHOA,CALU,PPIA,ALDOA,CALM2,GNG2,CALM1",biological_process,platelet activation,9,8,218,10.0286382926,4.68630404062,excluded,NPC
GO:0007399,"ENSG00000124177,ENSG00000270136,ENSG00000149557,ENSG00000073584,ENSG00000131238,ENSG00000066427,ENSG00000068796,ENSG00000105254","CHD6,MINOS1-NBL1,FEZ1,SMARCE1,PPT1,ATXN3,KIF2A,TBCB",biological_process,nervous system development,9,8,334,10.0286382926,4.68630404062,excluded,NPC
GO:0008283,"ENSG00000132780,ENSG00000133027,ENSG00000133026,ENSG00000217555,ENSG00000198431,ENSG00000185787,ENSG00000177954,ENSG00000135821,ENSG00000169139,ENSG00000166503,ENSG00000186469,ENSG00000079246","NASP,PEMT,MYH10,CKLF,TXNRD1,MORF4L1,RPS27,GLUL,UBE2V2,HDGFRP3,GNG2,XRCC5",biological_process,cell proliferation,16,12,373,9.25409467447,3.91176042251,excluded,NPC
GO:0007173,"ENSG00000108946,ENSG00000166913,ENSG00000082701,ENSG00000221983,ENSG00000070831,ENSG00000143933,ENSG00000122705,ENSG00000198668,ENSG00000136738","PRKAR1A,YWHAB,GSK3B,UBA52,CDC42,CALM2,CLTA,CALM1,STAM",biological_process,epidermal growth factor receptor signaling pathway,11,9,135,9.10078554499,3.75845129302,excluded,NPC
GO:0043687,"ENSG00000120697,ENSG00000138674,ENSG00000157020,ENSG00000151665,ENSG00000127022,ENSG00000152700,ENSG00000118705,ENSG00000101901,ENSG00000129562","ALG5,SEC31A,SEC13,PIGF,CANX,SAR1B,RPN2,ALG13,DAD1",biological_process,post-translational protein modification,11,9,192,9.10078554499,3.75845129302,excluded,NPC
GO:0019886,"ENSG00000166847,ENSG00000138674,ENSG00000157020,ENSG00000135720,ENSG00000127022,ENSG00000152700,ENSG00000122705,ENSG00000068796,ENSG00000077380","DCTN5,SEC31A,SEC13,DYNC1LI2,CANX,SAR1B,CLTA,KIF2A,DYNC1I2",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class II,11,9,159,9.10078554499,3.75845129302,excluded,NPC
GO:0007507,"ENSG00000075142,ENSG00000141002,ENSG00000108946,ENSG00000164305,ENSG00000138495,ENSG00000114126,ENSG00000117054","SRI,TCF25,PRKAR1A,CASP3,COX17,TFDP2,ACADM",biological_process,heart development,8,7,190,8.91193803857,3.5696037866,excluded,NPC
GO:0000087,"ENSG00000157020,ENSG00000007168,ENSG00000175216,ENSG00000135698,ENSG00000177954,ENSG00000117697,ENSG00000068796","SEC13,PAFAH1B1,CKAP5,MPHOSPH6,RPS27,NSL1,KIF2A",biological_process,M phase of mitotic cell cycle,8,7,98,8.91193803857,3.5696037866,excluded,NPC
GO:0008543,"ENSG00000108946,ENSG00000166913,ENSG00000108061,ENSG00000221983,ENSG00000143933,ENSG00000082701,ENSG00000198668","PRKAR1A,YWHAB,SHOC2,UBA52,CALM2,GSK3B,CALM1",biological_process,fibroblast growth factor receptor signaling pathway,8,7,122,8.91193803857,3.5696037866,excluded,NPC
GO:0051028,"ENSG00000120533,ENSG00000157020,ENSG00000102900,ENSG00000111196,ENSG00000112531,ENSG00000136243,ENSG00000135486","ENY2,SEC13,NUP93,MAGOHB,QKI,NUPL2,HNRNPA1",biological_process,mRNA transport,8,7,58,8.91193803857,3.5696037866,excluded,NPC
GO:0033554,"ENSG00000100387,ENSG00000173933,ENSG00000248643,ENSG00000221983,ENSG00000164609,ENSG00000154582,ENSG00000109332","RBX1,RBM4,RBM14-RBM4,UBA52,SLU7,TCEB1,UBE2D3",biological_process,cellular response to stress,8,7,44,8.91193803857,3.5696037866,excluded,NPC
GO:0006464,"ENSG00000092140,ENSG00000081721,ENSG00000187778,ENSG00000092148,ENSG00000221983,ENSG00000131238,ENSG00000129559,ENSG00000074319,ENSG00000118705,ENSG00000109332","G2E3,DUSP12,MCRS1,HECTD1,UBA52,PPT1,NEDD8,TSG101,RPN2,UBE2D3",biological_process,cellular protein modification process,13,10,166,8.61799654901,3.27566229705,excluded,NPC
GO:0055085,"ENSG00000100554,ENSG00000159720,ENSG00000108946,ENSG00000102900,ENSG00000165637,ENSG00000196950,ENSG00000008952,ENSG00000078668,ENSG00000136243,ENSG00000121073,ENSG00000014824","ATP6V1D,ATP6V0D1,PRKAR1A,NUP93,VDAC2,SLC39A10,SEC62,VDAC3,NUPL2,SLC35B1,SLC30A9",biological_process,transmembrane transport,15,11,723,8.33525875762,2.99292450566,excluded,NPC
GO:0006310,"ENSG00000187778,ENSG00000108384,ENSG00000248643,ENSG00000147140,ENSG00000168214,ENSG00000143748,ENSG00000079246,ENSG00000189403","MCRS1,RAD51C,RBM14-RBM4,NONO,RBPJ,NVL,XRCC5,HMGB1",biological_process,DNA recombination,10,8,111,8.07482296402,2.73248871206,excluded,NPC
GO:0007050,"ENSG00000005483,ENSG00000111653,ENSG00000134982,ENSG00000074319,ENSG00000100532,ENSG00000127603","KMT2E,ING4,APC,TSG101,CGRRF1,MACF1",biological_process,cell cycle arrest,7,6,132,7.79584123277,2.45350698081,excluded,NPC
GO:0006626,"ENSG00000173726,ENSG00000168958,ENSG00000217930,ENSG00000150779,ENSG00000126768,ENSG00000164924","TOMM20,MFF,PAM16,TIMM8B,TIMM17B,YWHAZ",biological_process,protein targeting to mitochondrion,7,6,53,7.79584123277,2.45350698081,excluded,NPC
GO:0000236,"ENSG00000157020,ENSG00000007168,ENSG00000175216,ENSG00000177954,ENSG00000117697,ENSG00000068796","SEC13,PAFAH1B1,CKAP5,RPS27,NSL1,KIF2A",biological_process,mitotic prometaphase,7,6,88,7.79584123277,2.45350698081,excluded,NPC
GO:0007409,"ENSG00000131711,ENSG00000133026,ENSG00000082701,ENSG00000134982,ENSG00000140443,ENSG00000075624","MAP1B,MYH10,GSK3B,APC,IGF1R,ACTB",biological_process,axonogenesis,7,6,107,7.79584123277,2.45350698081,excluded,NPC
GO:0051726,"ENSG00000121022,ENSG00000159140,ENSG00000134480,ENSG00000204628,ENSG00000134982,ENSG00000150093","COPS5,SON,CCNH,GNB2L1,APC,ITGB1",biological_process,regulation of cell cycle,7,6,101,7.79584123277,2.45350698081,excluded,NPC
GO:0017148,"ENSG00000173933,ENSG00000114416,ENSG00000248643,ENSG00000204628,ENSG00000116001,ENSG00000136628","RBM4,FXR1,RBM14-RBM4,GNB2L1,TIA1,EPRS",biological_process,negative regulation of translation,7,6,35,7.79584123277,2.45350698081,excluded,NPC
GO:0019221,"ENSG00000033800,ENSG00000136243,ENSG00000102900,ENSG00000151247,ENSG00000221983,ENSG00000156976,ENSG00000065548,ENSG00000116030,ENSG00000068745","PIAS1,NUPL2,NUP93,EIF4E,UBA52,EIF4A2,ZC3H15,SUMO1,IP6K2",biological_process,cytokine-mediated signaling pathway,12,9,311,7.66038356065,2.31804930869,excluded,NPC
GO:0016568,"ENSG00000204256,ENSG00000141027,ENSG00000140382,ENSG00000105393,ENSG00000123562,ENSG00000124795,ENSG00000163104","BRD2,NCOR1,HMG20A,BABAM1,MORF4L2,DEK,SMARCAD1",biological_process,chromatin modification,9,7,124,7.0585921681,1.71625791613,excluded,NPC
GO:0008284,"ENSG00000134419,ENSG00000140443,ENSG00000114209,ENSG00000187109,ENSG00000150093,ENSG00000170889,ENSG00000196591","RPS15A,IGF1R,PDCD10,NAP1L1,ITGB1,RPS9,HDAC2",biological_process,positive regulation of cell proliferation,9,7,455,7.0585921681,1.71625791613,excluded,NPC
GO:0006917,"ENSG00000164305,ENSG00000184047,ENSG00000029363,ENSG00000116001,ENSG00000180228,ENSG00000133884,ENSG00000161526","CASP3,DIABLO,BCLAF1,TIA1,PRKRA,DPF2,SAP30BP",biological_process,induction of apoptosis,9,7,224,7.0585921681,1.71625791613,excluded,NPC
GO:0006334,"ENSG00000205531,ENSG00000162521,ENSG00000187109,ENSG00000127483,ENSG00000204256","NAP1L4,RBBP4,NAP1L1,HP1BP3,BRD2",biological_process,nucleosome assembly,6,5,162,6.68034715713,1.33801290516,excluded,NPC
GO:0016055,"ENSG00000140395,ENSG00000101266,ENSG00000134982,ENSG00000082701,ENSG00000127603","WDR61,CSNK2A1,APC,GSK3B,MACF1",biological_process,Wnt receptor signaling pathway,6,5,171,6.68034715713,1.33801290516,excluded,NPC
GO:0007018,"ENSG00000126777,ENSG00000125971,ENSG00000068796,ENSG00000167552,ENSG00000077380","KTN1,DYNLRB1,KIF2A,TUBA1A,DYNC1I2",biological_process,microtubule-based movement,6,5,109,6.68034715713,1.33801290516,excluded,NPC
GO:0002576,"ENSG00000128595,ENSG00000149925,ENSG00000143933,ENSG00000198668,ENSG00000196262","CALU,ALDOA,CALM2,CALM1,PPIA",biological_process,platelet degranulation,6,5,82,6.68034715713,1.33801290516,excluded,NPC
GO:0006979,"ENSG00000100804,ENSG00000158864,ENSG00000184752,ENSG00000198431,ENSG00000110717","PSMB5,NDUFS2,NDUFA12,TXNRD1,NDUFS8",biological_process,response to oxidative stress,6,5,126,6.68034715713,1.33801290516,excluded,NPC
GO:0006470,"ENSG00000054148,ENSG00000081721,ENSG00000119414,ENSG00000184007,ENSG00000058272","PHPT1,DUSP12,PPP6C,PTP4A2,PPP1R12A",biological_process,protein dephosphorylation,6,5,149,6.68034715713,1.33801290516,excluded,NPC
GO:0007067,"ENSG00000153140,ENSG00000122545,ENSG00000007168,ENSG00000128989,ENSG00000090061,ENSG00000152240,ENSG00000165416,ENSG00000141552,ENSG00000108010,ENSG00000168385,ENSG00000058272,ENSG00000008128","CETN3,SEPT7,PAFAH1B1,ARPP19,CCNK,HAUS1,SUGT1,ANAPC11,GLRX3,SEPT2,PPP1R12A,CDK11A",biological_process,mitosis,19,12,204,6.44552003253,1.10318578057,excluded,NPC
GO:0000226,"ENSG00000159140,ENSG00000007168,ENSG00000167552,ENSG00000135720,ENSG00000140463,ENSG00000066427","SON,PAFAH1B1,TUBA1A,DYNC1LI2,BBS4,ATXN3",biological_process,microtubule cytoskeleton organization,8,6,76,6.05412859242,0.711794340457,excluded,NPC
GO:0008219,"ENSG00000101558,ENSG00000172062,ENSG00000204120,ENSG00000101361,ENSG00000066427,ENSG00000069329","VAPA,SMN1,GIGYF2,NOP56,ATXN3,VPS35",biological_process,cell death,8,6,160,6.05412859242,0.711794340457,excluded,NPC
GO:0006406,"ENSG00000151247,ENSG00000115875,ENSG00000116754,ENSG00000112081,ENSG00000133226,ENSG00000157349","EIF4E,SRSF7,SRSF11,SRSF3,SRRM1,DDX19B",biological_process,mRNA export from nucleus,8,6,72,6.05412859242,0.711794340457,excluded,NPC
GO:0035556,"ENSG00000108953,ENSG00000108946,ENSG00000109046,ENSG00000082701,ENSG00000100528,ENSG00000128656","YWHAE,PRKAR1A,WSB1,GSK3B,CNIH1,CHN1",biological_process,intracellular signal transduction,8,6,320,6.05412859242,0.711794340457,excluded,NPC
GO:0008286,"ENSG00000100554,ENSG00000159720,ENSG00000166913,ENSG00000151247,ENSG00000140443,ENSG00000177879","ATP6V1D,ATP6V0D1,YWHAB,EIF4E,IGF1R,AP3S1",biological_process,insulin receptor signaling pathway,8,6,159,6.05412859242,0.711794340457,excluded,NPC
GO:0007249,"ENSG00000074696,ENSG00000136560,ENSG00000163512,ENSG00000221983","PTPLAD1,TANK,AZI2,UBA52",biological_process,I-kappaB kinase/NF-kappaB cascade,5,4,50,5.56545509498,0.223120843014,excluded,NPC
GO:0006913,"ENSG00000099246,ENSG00000174891,ENSG00000166128,ENSG00000126653","RAB18,RSRC1,RAB8B,NSRP1",biological_process,nucleocytoplasmic transport,5,4,117,5.56545509498,0.223120843014,excluded,NPC
