,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value,modality,phenotype
GO:0006406,"ENSG00000198563,ENSG00000115875,ENSG00000163634,ENSG00000100650,ENSG00000151247,ENSG00000188529,ENSG00000123136,ENSG00000116754,ENSG00000125676,ENSG00000112081,ENSG00000101146,ENSG00000131795,ENSG00000125351,ENSG00000157349","DDX39B,SRSF7,THOC7,SRSF5,EIF4E,SRSF10,DDX39A,SRSF11,THOC2,SRSF3,RAE1,RBM8A,UPF3B,DDX19B",biological_process,mRNA export from nucleus,15,14,72,16.5058234015,10.5143588544,included,NPC
GO:0008285,"ENSG00000078304,ENSG00000163939,ENSG00000003756,ENSG00000107937,ENSG00000111653,ENSG00000134982,ENSG00000204435,ENSG00000181163,ENSG00000055332,ENSG00000180228,ENSG00000167996,ENSG00000167085,ENSG00000074319,ENSG00000239672,ENSG00000257365,ENSG00000136754,ENSG00000101109,ENSG00000162521,ENSG00000140105","PPP2R5C,PBRM1,RBM5,GTPBP4,ING4,APC,CSNK2B,NPM1,EIF2AK2,PRKRA,FTH1,PHB,TSG101,NME1,FNTB,ABI1,STK4,RBBP4,WARS",biological_process,negative regulation of cell proliferation,23,19,409,15.6775754175,9.68611087039,included,NPC
GO:0006626,"ENSG00000138297,ENSG00000164924,ENSG00000104381,ENSG00000100575,ENSG00000100347,ENSG00000205981,ENSG00000217930,ENSG00000214736,ENSG00000126768,ENSG00000113013,ENSG00000075336,ENSG00000196683,ENSG00000105819,ENSG00000134375,ENSG00000128654","TIMM23,YWHAZ,GDAP1,TIMM9,SAMM50,DNAJC19,PAM16,TOMM6,TIMM17B,HSPA9,TIMM21,TOMM7,PMPCB,TIMM17A,MTX2",biological_process,protein targeting to mitochondrion,17,15,53,15.149533259,9.15806871189,included,NPC
GO:0006112,"ENSG00000166562,ENSG00000114902,ENSG00000174021,ENSG00000131473,ENSG00000151729,ENSG00000108788,ENSG00000162188,ENSG00000140612,ENSG00000186469,ENSG00000177156,ENSG00000204310,ENSG00000005022","SEC11C,SPCS1,GNG5,ACLY,SLC25A4,MLX,GNG3,SEC11A,GNG2,TALDO1,AGPAT1,SLC25A5",biological_process,energy reserve metabolic process,13,12,116,14.3021550653,8.31069051823,included,NPC
GO:0006369,"ENSG00000100028,ENSG00000125351,ENSG00000182004,ENSG00000131795,ENSG00000115875,ENSG00000125835,ENSG00000090060,ENSG00000116754,ENSG00000112081,ENSG00000143977,ENSG00000100650,ENSG00000139343","SNRPD3,UPF3B,SNRPE,RBM8A,SRSF7,SNRPB,PAPOLA,SRSF11,SRSF3,SNRPG,SRSF5,SNRPF",biological_process,termination of RNA polymerase II transcription,13,12,48,14.3021550653,8.31069051823,included,NPC
GO:0006446,"ENSG00000079785,ENSG00000178982,ENSG00000147677,ENSG00000110321,ENSG00000173812,ENSG00000104408,ENSG00000075151,ENSG00000119718,ENSG00000156976,ENSG00000122033,ENSG00000114784,ENSG00000100664","DDX1,EIF3K,EIF3H,EIF4G2,EIF1,EIF3E,EIF4G3,EIF2B2,EIF4A2,MTIF3,EIF1B,EIF5",biological_process,regulation of translational initiation,13,12,28,14.3021550653,8.31069051823,included,NPC
GO:0016477,"ENSG00000078618,ENSG00000196504,ENSG00000134982,ENSG00000007168,ENSG00000082701,ENSG00000143776,ENSG00000077254,ENSG00000115355,ENSG00000136238,ENSG00000110492,ENSG00000164885,ENSG00000163539","NRD1,PRPF40A,APC,PAFAH1B1,GSK3B,CDC42BPA,USP33,CCDC88A,RAC1,MDK,CDK5,CLASP2",biological_process,cell migration,13,12,140,14.3021550653,8.31069051823,included,NPC
GO:0007219,"ENSG00000100387,ENSG00000170315,ENSG00000100393,ENSG00000141027,ENSG00000221983,ENSG00000100603,ENSG00000168214,ENSG00000138442,ENSG00000171720,ENSG00000100644,ENSG00000143947,ENSG00000090905","RBX1,UBB,EP300,NCOR1,UBA52,SNW1,RBPJ,WDR12,HDAC3,HIF1A,RPS27A,TNRC6A",biological_process,Notch signaling pathway,13,12,124,14.3021550653,8.31069051823,included,NPC
GO:0035556,"ENSG00000108953,ENSG00000117632,ENSG00000160049,ENSG00000169189,ENSG00000082701,ENSG00000143776,ENSG00000109046,ENSG00000136238,ENSG00000143771,ENSG00000100528,ENSG00000128656,ENSG00000115239","YWHAE,STMN1,DFFA,NSMCE1,GSK3B,CDC42BPA,WSB1,RAC1,CNIH4,CNIH1,CHN1,GPR75-ASB3",biological_process,intracellular signal transduction,13,12,320,14.3021550653,8.31069051823,included,NPC
GO:0006417,"ENSG00000135930,ENSG00000112531,ENSG00000102317,ENSG00000129460,ENSG00000132300,ENSG00000151247,ENSG00000164587,ENSG00000070785,ENSG00000116741,ENSG00000170515,ENSG00000055917,ENSG00000170889,ENSG00000131795,ENSG00000205323","EIF4E2,QKI,RBM3,NGDN,PTCD3,EIF4E,RPS14,EIF2B3,RGS2,PA2G4,PUM2,RPS9,RBM8A,SARNP",biological_process,regulation of translation,16,14,74,14.1063157778,8.11485123067,included,NPC
GO:0051084,"ENSG00000146731,ENSG00000143256,ENSG00000113068,ENSG00000150753,ENSG00000135624,ENSG00000115484,ENSG00000167552,ENSG00000123349,ENSG00000120438,ENSG00000166226,ENSG00000163468,ENSG00000156261,ENSG00000171530,ENSG00000075624","CCT6A,PFDN2,PFDN1,CCT5,CCT7,CCT4,TUBA1A,PFDN5,TCP1,CCT2,CCT3,CCT8,TBCA,ACTB",biological_process,'de novo' posttranslational protein folding,16,14,42,14.1063157778,8.11485123067,included,NPC
GO:0006338,"ENSG00000196235,ENSG00000163939,ENSG00000173473,ENSG00000153147,ENSG00000176171,ENSG00000048649,ENSG00000073584,ENSG00000198900,ENSG00000171634,ENSG00000122565,ENSG00000162521,ENSG00000196591,ENSG00000163104,ENSG00000139613","SUPT5H,PBRM1,SMARCC1,SMARCA5,BNIP3,RSF1,SMARCE1,TOP1,BPTF,CBX3,RBBP4,HDAC2,SMARCAD1,SMARCC2",biological_process,chromatin remodeling,16,14,64,14.1063157778,8.11485123067,included,NPC
GO:0016568,"ENSG00000158019,ENSG00000113648,ENSG00000123562,ENSG00000181090,ENSG00000141027,ENSG00000163159,ENSG00000111642,ENSG00000118418,ENSG00000111875,ENSG00000130816,ENSG00000171720,ENSG00000204256,ENSG00000124795,ENSG00000177200,ENSG00000163104","BRE,H2AFY,MORF4L2,EHMT1,NCOR1,VPS72,CHD4,HMGN3,ASF1A,DNMT1,HDAC3,BRD2,DEK,CHD9,SMARCAD1",biological_process,chromatin modification,18,15,124,13.3263920795,7.33492753238,included,NPC
GO:0007186,"ENSG00000213465,ENSG00000174021,ENSG00000138175,ENSG00000143761,ENSG00000143933,ENSG00000162188,ENSG00000152700,ENSG00000186469,ENSG00000168374,ENSG00000079332,ENSG00000162604","ARL2,GNG5,ARL3,ARF1,CALM2,GNG3,SAR1B,GNG2,ARF4,SAR1A,TM2D1",biological_process,G-protein coupled receptor signaling pathway,12,11,1079,13.2006551692,7.20919062205,included,NPC
GO:0006099,"ENSG00000067829,ENSG00000062485,ENSG00000014641,ENSG00000091140,ENSG00000138413,ENSG00000117118,ENSG00000163541,ENSG00000146701,ENSG00000131828,ENSG00000101365,ENSG00000168291","IDH3G,CS,MDH1,DLD,IDH1,SDHB,SUCLG1,MDH2,PDHA1,IDH3B,PDHB",biological_process,tricarboxylic acid cycle,12,11,33,13.2006551692,7.20919062205,included,NPC
GO:0018279,"ENSG00000120697,ENSG00000244038,ENSG00000129562,ENSG00000180398,ENSG00000138674,ENSG00000163902,ENSG00000152700,ENSG00000118705,ENSG00000074695,ENSG00000167004,ENSG00000198856","ALG5,DDOST,DAD1,MCFD2,SEC31A,RPN1,SAR1B,RPN2,LMAN1,PDIA3,OSTC",biological_process,protein N-linked glycosylation via asparagine,12,11,94,13.2006551692,7.20919062205,included,NPC
GO:0019886,"ENSG00000135720,ENSG00000138674,ENSG00000141367,ENSG00000042753,ENSG00000138107,ENSG00000137100,ENSG00000104671,ENSG00000152700,ENSG00000143761,ENSG00000161203,ENSG00000088986,ENSG00000068796,ENSG00000077380","DYNC1LI2,SEC31A,CLTC,AP2S1,ACTR1A,DCTN3,DCTN6,SAR1B,ARF1,AP2M1,DYNLL1,KIF2A,DYNC1I2",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class II,15,13,159,13.0670011172,7.07553657011,included,NPC
GO:0000226,"ENSG00000143776,ENSG00000131462,ENSG00000159140,ENSG00000007168,ENSG00000111640,ENSG00000167552,ENSG00000170296,ENSG00000135720,ENSG00000115355,ENSG00000074054,ENSG00000140463,ENSG00000151914,ENSG00000066427,ENSG00000126756","CDC42BPA,TUBG1,SON,PAFAH1B1,GAPDH,TUBA1A,GABARAP,DYNC1LI2,CCDC88A,CLASP1,BBS4,DST,ATXN3,UXT",biological_process,microtubule cytoskeleton organization,17,14,76,12.338574887,6.34711033988,included,NPC
GO:0016197,"ENSG00000170315,ENSG00000160948,ENSG00000162961,ENSG00000009844,ENSG00000136051,ENSG00000221983,ENSG00000074319,ENSG00000143947,ENSG00000086065,ENSG00000136738","UBB,VPS28,DPY30,VTA1,KIAA1033,UBA52,TSG101,RPS27A,CHMP5,STAM",biological_process,endosomal transport,11,10,60,12.0993779888,6.10791344173,included,NPC
GO:0008033,"ENSG00000258790,ENSG00000065427,ENSG00000198431,ENSG00000241370,ENSG00000091140,ENSG00000072506,ENSG00000031698,ENSG00000066651,ENSG00000148688,ENSG00000167272","KIAA0391,KARS,TXNRD1,RPP21,DLD,HSD17B10,SARS,TRMT11,RPP30,POP5",biological_process,tRNA processing,11,10,72,12.0993779888,6.10791344173,included,NPC
GO:0030968,"ENSG00000196396,ENSG00000070669,ENSG00000138674,ENSG00000159720,ENSG00000166598,ENSG00000134001,ENSG00000182934,ENSG00000055332,ENSG00000143870,ENSG00000128272","PTPN1,ASNS,SEC31A,ATP6V0D1,HSP90B1,EIF2S1,SRPR,EIF2AK2,PDIA6,ATF4",biological_process,endoplasmic reticulum unfolded protein response,11,10,87,12.0993779888,6.10791344173,included,NPC
GO:0045727,"ENSG00000204574,ENSG00000125351,ENSG00000067560,ENSG00000172239,ENSG00000075151,ENSG00000198034,ENSG00000215301,ENSG00000102317,ENSG00000185088,ENSG00000070756","ABCF1,UPF3B,RHOA,PAIP1,EIF4G3,RPS4X,DDX3X,RBM3,RPS27L,PABPC1",biological_process,positive regulation of translation,11,10,43,12.0993779888,6.10791344173,included,NPC
GO:0006094,"ENSG00000108528,ENSG00000014641,ENSG00000149925,ENSG00000111640,ENSG00000146701,ENSG00000074800,ENSG00000111669,ENSG00000120053,ENSG00000102144,ENSG00000128272","SLC25A11,MDH1,ALDOA,GAPDH,MDH2,ENO1,TPI1,GOT1,PGK1,ATF4",biological_process,gluconeogenesis,11,10,51,12.0993779888,6.10791344173,included,NPC
GO:0014070,"ENSG00000149485,ENSG00000075239,ENSG00000100348,ENSG00000138413,ENSG00000126067,ENSG00000112972,ENSG00000129559,ENSG00000044115,ENSG00000257365,ENSG00000255526","FADS1,ACAT1,TXN2,IDH1,PSMB2,HMGCS1,NEDD8,CTNNA1,FNTB,NEDD8-MDP1",biological_process,response to organic cyclic compound,11,10,109,12.0993779888,6.10791344173,included,NPC
GO:0043687,"ENSG00000120697,ENSG00000244038,ENSG00000129562,ENSG00000180398,ENSG00000151665,ENSG00000185808,ENSG00000163902,ENSG00000152700,ENSG00000118705,ENSG00000074695,ENSG00000167004,ENSG00000138674","ALG5,DDOST,DAD1,MCFD2,PIGF,PIGP,RPN1,SAR1B,RPN2,LMAN1,PDIA3,SEC31A",biological_process,post-translational protein modification,14,12,192,12.0320803311,6.04061578402,included,NPC
GO:0007050,"ENSG00000115241,ENSG00000005483,ENSG00000134982,ENSG00000110321,ENSG00000111653,ENSG00000134058,ENSG00000166333,ENSG00000106992,ENSG00000074319,ENSG00000151914,ENSG00000151465,ENSG00000170515,ENSG00000095002","PPM1G,KMT2E,APC,EIF4G2,ING4,CDK7,ILK,AK1,TSG101,DST,CDC123,PA2G4,MSH2",biological_process,cell cycle arrest,16,13,132,11.3578769793,5.36641243221,included,NPC
GO:0030308,"ENSG00000115310,ENSG00000186010,ENSG00000204628,ENSG00000067445,ENSG00000131238,ENSG00000167085,ENSG00000101079,ENSG00000215301,ENSG00000074800","RTN4,NDUFA13,GNB2L1,TRO,PPT1,PHB,NDRG3,DDX3X,ENO1",biological_process,negative regulation of cell growth,10,9,130,10.9983234254,5.0068588783,included,NPC
GO:0007409,"ENSG00000077097,ENSG00000133026,ENSG00000154277,ENSG00000082701,ENSG00000117632,ENSG00000134982,ENSG00000151914,ENSG00000164885,ENSG00000075624","TOP2B,MYH10,UCHL1,GSK3B,STMN1,APC,DST,CDK5,ACTB",biological_process,axonogenesis,10,9,107,10.9983234254,5.0068588783,included,NPC
GO:0006914,"ENSG00000116288,ENSG00000102710,ENSG00000062716,ENSG00000103194,ENSG00000170296,ENSG00000145782,ENSG00000137942,ENSG00000168397,ENSG00000034713","PARK7,SUPT20H,VMP1,USP10,GABARAP,ATG12,FNBP1L,ATG4B,GABARAPL2",biological_process,autophagy,10,9,67,10.9983234254,5.0068588783,included,NPC
GO:0051092,"ENSG00000181163,ENSG00000170315,ENSG00000100902,ENSG00000244687,ENSG00000221983,ENSG00000147649,ENSG00000165672,ENSG00000177889,ENSG00000143947","NPM1,UBB,PSMA6,UBE2V1,UBA52,MTDH,PRDX3,UBE2N,RPS27A",biological_process,positive regulation of NF-kappaB transcription factor activity,10,9,119,10.9983234254,5.0068588783,included,NPC
GO:0043928,"ENSG00000075914,ENSG00000204392,ENSG00000123737,ENSG00000120699,ENSG00000114127,ENSG00000077348,ENSG00000171311,ENSG00000110367,ENSG00000170860","EXOSC7,LSM2,EXOSC9,EXOSC8,XRN1,EXOSC5,EXOSC1,DDX6,LSM3",biological_process,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,10,9,32,10.9983234254,5.0068588783,included,NPC
GO:0006987,"ENSG00000138674,ENSG00000159720,ENSG00000166598,ENSG00000134001,ENSG00000182934,ENSG00000070669,ENSG00000143870,ENSG00000128272","SEC31A,ATP6V0D1,HSP90B1,EIF2S1,SRPR,ASNS,PDIA6,ATF4",biological_process,activation of signaling protein activity involved in unfolded protein response,9,8,68,9.89749138002,3.90602683292,included,NPC
GO:0051091,"ENSG00000120656,ENSG00000004487,ENSG00000100393,ENSG00000140307,ENSG00000133169,ENSG00000118418,ENSG00000067369,ENSG00000196591","TAF12,KDM1A,EP300,GTF2A2,BEX1,HMGN3,TP53BP1,HDAC2",biological_process,positive regulation of sequence-specific DNA binding transcription factor activity,9,8,83,9.89749138002,3.90602683292,included,NPC
GO:0046777,"ENSG00000013441,ENSG00000134001,ENSG00000055332,ENSG00000149269,ENSG00000101266,ENSG00000101109,ENSG00000164885,ENSG00000100749","CLK1,EIF2S1,EIF2AK2,PAK1,CSNK2A1,STK4,CDK5,VRK1",biological_process,protein autophosphorylation,9,8,165,9.89749138002,3.90602683292,included,NPC
GO:0006470,"ENSG00000196396,ENSG00000127947,ENSG00000115241,ENSG00000144048,ENSG00000119414,ENSG00000058272,ENSG00000172531,ENSG00000184007","PTPN1,PTPN12,PPM1G,DUSP11,PPP6C,PPP1R12A,PPP1CA,PTP4A2",biological_process,protein dephosphorylation,9,8,149,9.89749138002,3.90602683292,included,NPC
GO:0007507,"ENSG00000116161,ENSG00000075142,ENSG00000163939,ENSG00000141002,ENSG00000164305,ENSG00000253729,ENSG00000100393,ENSG00000114126,ENSG00000117054","CACYBP,SRI,PBRM1,TCF25,CASP3,PRKDC,EP300,TFDP2,ACADM",biological_process,heart development,11,9,190,8.9603814972,2.96891695009,included,NPC
GO:0031124,"ENSG00000125351,ENSG00000131795,ENSG00000115875,ENSG00000090060,ENSG00000116754,ENSG00000112081,ENSG00000100650","UPF3B,RBM8A,SRSF7,PAPOLA,SRSF11,SRSF3,SRSF5",biological_process,mRNA 3'-end processing,8,7,35,8.79688175379,2.80541720669,included,NPC
GO:0007018,"ENSG00000139116,ENSG00000167552,ENSG00000131966,ENSG00000125971,ENSG00000130294,ENSG00000068796,ENSG00000077380","KIF21A,TUBA1A,ACTR10,DYNLRB1,KIF1A,KIF2A,DYNC1I2",biological_process,microtubule-based movement,8,7,109,8.79688175379,2.80541720669,included,NPC
GO:0006284,"ENSG00000129484,ENSG00000170242,ENSG00000073050,ENSG00000100823,ENSG00000143799,ENSG00000086758,ENSG00000070501","PARP2,USP47,XRCC1,APEX1,PARP1,HUWE1,POLB",biological_process,base-excision repair,8,7,35,8.79688175379,2.80541720669,included,NPC
GO:0007163,"ENSG00000074054,ENSG00000138071,ENSG00000082701,ENSG00000070831,ENSG00000044115,ENSG00000112186,ENSG00000163539","CLASP1,ACTR2,GSK3B,CDC42,CTNNA1,CAP2,CLASP2",biological_process,establishment or maintenance of cell polarity,8,7,24,8.79688175379,2.80541720669,included,NPC
GO:0051028,"ENSG00000204764,ENSG00000153201,ENSG00000102900,ENSG00000138095,ENSG00000138757,ENSG00000112531,ENSG00000136243,ENSG00000135486","RANBP17,RANBP2,NUP93,LRPPRC,G3BP2,QKI,NUPL2,HNRNPA1",biological_process,mRNA transport,10,8,58,7.95063141292,1.95916686581,included,NPC
GO:0051260,"ENSG00000100380,ENSG00000113657,ENSG00000075239,ENSG00000147274,ENSG00000147601,ENSG00000067715,ENSG00000110906,ENSG00000163104","ST13,DPYSL3,ACAT1,RBMX,TERF1,SYT1,KCTD10,SMARCAD1",biological_process,protein homooligomerization,10,8,161,7.95063141292,1.95916686581,included,NPC
GO:0001764,"ENSG00000108953,ENSG00000133026,ENSG00000007168,ENSG00000080824,ENSG00000077097,ENSG00000164885","YWHAE,MYH10,PAFAH1B1,HSP90AA1,TOP2B,CDK5",biological_process,neuron migration,7,6,102,7.69649444802,1.70502990091,included,NPC
GO:0009987,"ENSG00000196236,ENSG00000092201,ENSG00000257411,ENSG00000136754,ENSG00000111142,ENSG00000170515","XPNPEP3,SUPT16H,RP11-603J24.9,ABI1,METAP2,PA2G4",biological_process,cellular process,7,6,32,7.69649444802,1.70502990091,included,NPC
GO:0051607,"ENSG00000241258,ENSG00000176171,ENSG00000197111,ENSG00000055332,ENSG00000077348,ENSG00000142166","CRCP,BNIP3,PCBP2,EIF2AK2,EXOSC5,IFNAR1",biological_process,defense response to virus,7,6,150,7.69649444802,1.70502990091,included,NPC
GO:0000910,"ENSG00000125354,ENSG00000103769,ENSG00000159140,ENSG00000138175,ENSG00000137100,ENSG00000172757","SEPT6,RAB11A,SON,ARL3,DCTN3,CFL1",biological_process,cytokinesis,7,6,63,7.69649444802,1.70502990091,included,NPC
GO:0000375,"ENSG00000115524,ENSG00000183431,ENSG00000188529,ENSG00000060688,ENSG00000116752,ENSG00000136527","SF3B1,SF3A3,SRSF10,SNRNP40,BCAS2,TRA2B",biological_process,"RNA splicing, via transesterification reactions",7,6,28,7.69649444802,1.70502990091,included,NPC
GO:0051289,"ENSG00000179958,ENSG00000104325,ENSG00000178035,ENSG00000149925,ENSG00000166228,ENSG00000145439","DCTPP1,DECR1,IMPDH2,ALDOA,PCBD1,CBR4",biological_process,protein homotetramerization,7,6,49,7.69649444802,1.70502990091,included,NPC
GO:0034613,"ENSG00000116586,ENSG00000135541,ENSG00000070831,ENSG00000149357,ENSG00000132341,ENSG00000135404","LAMTOR2,AHI1,CDC42,LAMTOR1,RAN,CD63",biological_process,cellular protein localization,7,6,50,7.69649444802,1.70502990091,included,NPC
GO:0006891,"ENSG00000129083,ENSG00000111481,ENSG00000184432,ENSG00000134265,ENSG00000034713,ENSG00000108587","COPB1,COPZ1,COPB2,NAPG,GABARAPL2,GOSR1",biological_process,intra-Golgi vesicle-mediated transport,7,6,17,7.69649444802,1.70502990091,included,NPC
GO:0007166,"ENSG00000159128,ENSG00000113712,ENSG00000142166,ENSG00000172270,ENSG00000112983,ENSG00000126457","IFNGR2,CSNK1A1,IFNAR1,BSG,BRD8,PRMT1",biological_process,cell surface receptor signaling pathway,7,6,254,7.69649444802,1.70502990091,included,NPC
GO:0031398,"ENSG00000145979,ENSG00000169689,ENSG00000173163,ENSG00000088832,ENSG00000163743,ENSG00000101843","TBC1D7,STRA13,COMMD1,FKBP1A,RCHY1,PSMD10",biological_process,positive regulation of protein ubiquitination,7,6,49,7.69649444802,1.70502990091,included,NPC
GO:0032869,"ENSG00000119048,ENSG00000253729,ENSG00000143799,ENSG00000149269,ENSG00000198931,ENSG00000120053","UBE2B,PRKDC,PARP1,PAK1,APRT,GOT1",biological_process,cellular response to insulin stimulus,7,6,60,7.69649444802,1.70502990091,included,NPC
GO:0006913,"ENSG00000099246,ENSG00000138069,ENSG00000166128,ENSG00000103769,ENSG00000181163,ENSG00000174891,ENSG00000108788,ENSG00000132341,ENSG00000164885,ENSG00000126653","RAB18,RAB1A,RAB8B,RAB11A,NPM1,RSRC1,MLX,RAN,CDK5,NSRP1",biological_process,nucleocytoplasmic transport,14,10,117,7.28867197142,1.29720742431,included,NPC
