,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value,modality,phenotype
GO:0006367,"ENSG00000077809,ENSG00000114126,ENSG00000168002,ENSG00000120798,ENSG00000125651,ENSG00000140307,ENSG00000157450,ENSG00000221983,ENSG00000188342,ENSG00000137947,ENSG00000100142,ENSG00000168214,ENSG00000082258,ENSG00000054118,ENSG00000109332","GTF2I,TFDP2,POLR2G,NR2C1,GTF2F1,GTF2A2,RNF111,UBA52,GTF2F2,GTF2B,POLR2F,RBPJ,CCNT2,THRAP3,UBE2D3",biological_process,transcription initiation from RNA polymerase II promoter,17,15,204,15.8344859699,10.5017671766,excluded,MN
GO:0000084,"ENSG00000113558,ENSG00000163636,ENSG00000100804,ENSG00000106588,ENSG00000256646,ENSG00000221983,ENSG00000108294,ENSG00000135336,ENSG00000204120,ENSG00000115947,ENSG00000129084,ENSG00000197170","SKP1,PSMD6,PSMB5,PSMA2,PSMA2,UBA52,PSMB3,ORC3,GIGYF2,ORC4,PSMA1,PSMD12",biological_process,S phase of mitotic cell cycle,13,12,131,14.8677138363,9.53499504302,excluded,MN
GO:0043066,"ENSG00000092140,ENSG00000129562,ENSG00000164924,ENSG00000133112,ENSG00000159140,ENSG00000166598,ENSG00000155957,ENSG00000153774,ENSG00000131238,ENSG00000196591,ENSG00000164305,ENSG00000140443,ENSG00000114209,ENSG00000134982,ENSG00000011052,ENSG00000139644,ENSG00000085063,ENSG00000079246,ENSG00000119048,ENSG00000243678","G2E3,DAD1,YWHAZ,TPT1,SON,HSP90B1,TMBIM4,CFDP1,PPT1,HDAC2,CASP3,IGF1R,PDCD10,APC,NME2,TMBIM6,CD59,XRCC5,UBE2B,NME1-NME2",biological_process,negative regulation of apoptotic process,26,20,540,14.7658493525,9.43313055925,excluded,MN
GO:0007264,"ENSG00000099246,ENSG00000166128,ENSG00000067560,ENSG00000166913,ENSG00000120805,ENSG00000133703,ENSG00000155366,ENSG00000070831,ENSG00000057608,ENSG00000126858,ENSG00000074696,ENSG00000128656,ENSG00000168385,ENSG00000079332","RAB18,RAB8B,RHOA,YWHAB,ARL1,KRAS,RHOC,CDC42,GDI2,RHOT1,PTPLAD1,CHN1,SEPT2,SAR1A",biological_process,small GTPase mediated signal transduction,16,14,373,14.7443741484,9.41165535515,excluded,MN
GO:0006364,"ENSG00000109536,ENSG00000115268,ENSG00000148843,ENSG00000055044,ENSG00000182899,ENSG00000138326,ENSG00000120699,ENSG00000122406,ENSG00000198000,ENSG00000108651,ENSG00000084463,ENSG00000171311,ENSG00000101361,ENSG00000105372","FRG1,RPS15,PDCD11,NOP58,RPL35A,RPS24,EXOSC8,RPL5,NOL8,UTP6,WBP11,EXOSC1,NOP56,RPS19",biological_process,rRNA processing,16,14,103,14.7443741484,9.41165535515,excluded,MN
GO:0007049,"ENSG00000196504,ENSG00000122545,ENSG00000159140,ENSG00000069956,ENSG00000152359,ENSG00000138758,ENSG00000135164,ENSG00000204628,ENSG00000166946,ENSG00000101266,ENSG00000082258,ENSG00000159593,ENSG00000157500,ENSG00000168385","PRPF40A,SEPT7,SON,MAPK6,POC5,SEPT11,DMTF1,GNB2L1,CCNDBP1,CSNK2A1,CCNT2,NAE1,APPL1,SEPT2",biological_process,cell cycle,16,14,270,14.7443741484,9.41165535515,excluded,MN
GO:0006184,"ENSG00000099246,ENSG00000134697,ENSG00000166128,ENSG00000067560,ENSG00000120805,ENSG00000133703,ENSG00000155366,ENSG00000167552,ENSG00000070831,ENSG00000126858,ENSG00000079332","RAB18,GNL2,RAB8B,RHOA,ARL1,KRAS,RHOC,TUBA1A,CDC42,RHOT1,SAR1A",biological_process,GTP catabolic process,12,11,269,13.7202672519,8.38754845859,excluded,MN
GO:0007268,"ENSG00000111371,ENSG00000007168,ENSG00000127914,ENSG00000143727,ENSG00000135821,ENSG00000067715,ENSG00000073969,ENSG00000143933,ENSG00000186469,ENSG00000066427,ENSG00000198668","SLC38A1,PAFAH1B1,AKAP9,ACP1,GLUL,SYT1,NSF,CALM2,GNG2,ATXN3,CALM1",biological_process,synaptic transmission,12,11,409,13.7202672519,8.38754845859,excluded,MN
GO:0006260,"ENSG00000092201,ENSG00000111653,ENSG00000248643,ENSG00000135336,ENSG00000167085,ENSG00000187109,ENSG00000115947,ENSG00000106028,ENSG00000198000,ENSG00000159593,ENSG00000162521","SUPT16H,ING4,RBM14-RBM4,ORC3,PHB,NAP1L1,ORC4,SSBP1,NOL8,NAE1,RBBP4",biological_process,DNA replication,12,11,164,13.7202672519,8.38754845859,excluded,MN
GO:0002474,"ENSG00000256646,ENSG00000138674,ENSG00000157020,ENSG00000100804,ENSG00000106588,ENSG00000163636,ENSG00000221983,ENSG00000108294,ENSG00000127022,ENSG00000129084,ENSG00000197170","PSMA2,SEC31A,SEC13,PSMB5,PSMA2,PSMD6,UBA52,PSMB3,CANX,PSMA1,PSMD12",biological_process,antigen processing and presentation of peptide antigen via MHC class I,12,11,164,13.7202672519,8.38754845859,excluded,MN
GO:0019221,"ENSG00000033800,ENSG00000102900,ENSG00000133703,ENSG00000151247,ENSG00000221983,ENSG00000075151,ENSG00000156976,ENSG00000197372,ENSG00000065548,ENSG00000116030,ENSG00000068745","PIAS1,NUP93,KRAS,EIF4E,UBA52,EIF4G3,EIF4A2,ZNF675,ZC3H15,SUMO1,IP6K2",biological_process,cytokine-mediated signaling pathway,12,11,311,13.7202672519,8.38754845859,excluded,MN
GO:0007420,"ENSG00000099246,ENSG00000159720,ENSG00000133026,ENSG00000075239,ENSG00000131238,ENSG00000164258,ENSG00000138495,ENSG00000007168,ENSG00000140443,ENSG00000102038,ENSG00000143156","RAB18,ATP6V0D1,MYH10,ACAT1,PPT1,NDUFS4,COX17,PAFAH1B1,IGF1R,SMARCA1,NME7",biological_process,brain development,12,11,216,13.7202672519,8.38754845859,excluded,MN
GO:0055085,"ENSG00000103415,ENSG00000100554,ENSG00000111371,ENSG00000108946,ENSG00000159720,ENSG00000102900,ENSG00000165637,ENSG00000144136,ENSG00000196950,ENSG00000008952,ENSG00000151914,ENSG00000121073,ENSG00000014824","HMOX2,ATP6V1D,SLC38A1,PRKAR1A,ATP6V0D1,NUP93,VDAC2,SLC20A1,SLC39A10,SEC62,DST,SLC35B1,SLC30A9",biological_process,transmembrane transport,15,13,723,13.6585896546,8.32587086131,excluded,MN
GO:0045892,"ENSG00000129515,ENSG00000179222,ENSG00000166913,ENSG00000111653,ENSG00000120798,ENSG00000116030,ENSG00000029363,ENSG00000123349,ENSG00000073584,ENSG00000168214,ENSG00000167085,ENSG00000074319,ENSG00000130816,ENSG00000100320,ENSG00000079246,ENSG00000144161,ENSG00000196591","SNX6,MAGED1,YWHAB,ING4,NR2C1,SUMO1,BCLAF1,PFDN5,SMARCE1,RBPJ,PHB,TSG101,DNMT1,RBFOX2,XRCC5,ZC3H8,HDAC2",biological_process,"negative regulation of transcription, DNA-dependent",22,17,496,13.1387338523,7.80601505901,excluded,MN
GO:0007411,"ENSG00000133703,ENSG00000067560,ENSG00000070831,ENSG00000133026,ENSG00000092841,ENSG00000149557,ENSG00000155366,ENSG00000101266,ENSG00000184009,ENSG00000141367,ENSG00000149269,ENSG00000075624,ENSG00000150093,ENSG00000166913","KRAS,RHOA,CDC42,MYH10,MYL6,FEZ1,RHOC,CSNK2A1,ACTG1,CLTC,PAK1,ACTB,ITGB1,YWHAB",biological_process,axon guidance,17,14,341,12.956177978,7.62345918476,excluded,MN
GO:0048011,"ENSG00000108953,ENSG00000179222,ENSG00000067560,ENSG00000108946,ENSG00000164305,ENSG00000141367,ENSG00000133703,ENSG00000221983,ENSG00000166913,ENSG00000143933,ENSG00000198668,ENSG00000196591","YWHAE,MAGED1,RHOA,PRKAR1A,CASP3,CLTC,KRAS,UBA52,YWHAB,CALM2,CALM1,HDAC2",biological_process,nerve growth factor receptor signaling pathway,14,12,226,12.5776255745,7.2449067812,excluded,MN
GO:0006368,"ENSG00000092201,ENSG00000187735,ENSG00000168002,ENSG00000125651,ENSG00000140307,ENSG00000188342,ENSG00000137947,ENSG00000100142,ENSG00000082258,ENSG00000154582","SUPT16H,TCEA1,POLR2G,GTF2F1,GTF2A2,GTF2F2,GTF2B,POLR2F,CCNT2,TCEB1",biological_process,transcription elongation from RNA polymerase II promoter,11,10,78,12.5734528614,7.2407340681,excluded,MN
GO:0051301,"ENSG00000153140,ENSG00000196504,ENSG00000007168,ENSG00000082258,ENSG00000167552,ENSG00000128989,ENSG00000090061,ENSG00000070831,ENSG00000182628,ENSG00000074319,ENSG00000089053,ENSG00000141552,ENSG00000117697,ENSG00000152240,ENSG00000138758,ENSG00000168385,ENSG00000068796","CETN3,PRPF40A,PAFAH1B1,CCNT2,TUBA1A,ARPP19,CCNK,CDC42,SKA2,TSG101,ANAPC5,ANAPC11,NSL1,HAUS1,SEPT11,SEPT2,KIF2A",biological_process,cell division,23,17,330,11.9670865425,6.63436774927,excluded,MN
GO:0008283,"ENSG00000133026,ENSG00000104517,ENSG00000198431,ENSG00000185787,ENSG00000177954,ENSG00000135821,ENSG00000169139,ENSG00000100568,ENSG00000166503,ENSG00000186469,ENSG00000138592,ENSG00000157500,ENSG00000079246","MYH10,UBR5,TXNRD1,MORF4L1,RPS27,GLUL,UBE2V2,VTI1B,HDGFRP3,GNG2,USP8,APPL1,XRCC5",biological_process,cell proliferation,16,13,373,11.9293188366,6.59660004333,excluded,MN
GO:0007283,"ENSG00000076242,ENSG00000033800,ENSG00000116918,ENSG00000108384,ENSG00000008294,ENSG00000121989,ENSG00000086061,ENSG00000075151,ENSG00000119048,ENSG00000166171,ENSG00000028839","MLH1,PIAS1,TSNAX,RAD51C,SPAG9,ACVR2A,DNAJA1,EIF4G3,UBE2B,DPCD,TBPL1",biological_process,spermatogenesis,13,11,367,11.5020812084,6.16936241509,excluded,MN
GO:0000288,"ENSG00000080802,ENSG00000198791,ENSG00000151247,ENSG00000120699,ENSG00000130332,ENSG00000156976,ENSG00000130520,ENSG00000171311,ENSG00000111596","CNOT4,CNOT7,EIF4E,EXOSC8,LSM7,EIF4A2,LSM4,EXOSC1,CNOT2",biological_process,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",10,9,65,11.427269894,6.09455110073,excluded,MN
GO:0042493,"ENSG00000164924,ENSG00000129562,ENSG00000119048,ENSG00000140319,ENSG00000067560,ENSG00000198431,ENSG00000118705,ENSG00000150093,ENSG00000239672","YWHAZ,DAD1,UBE2B,SRP14,RHOA,TXNRD1,RPN2,ITGB1,NME1",biological_process,response to drug,10,9,307,11.427269894,6.09455110073,excluded,MN
GO:0005975,"ENSG00000198791,ENSG00000134333,ENSG00000102393,ENSG00000198668,ENSG00000102900,ENSG00000163931,ENSG00000149925,ENSG00000143933,ENSG00000130383,ENSG00000101901,ENSG00000172331,ENSG00000067225","CNOT7,LDHA,GLA,CALM1,NUP93,TKT,ALDOA,CALM2,FUT5,ALG13,BPGM,PKM",biological_process,carbohydrate metabolic process,15,12,415,10.9109086512,5.57818985794,excluded,MN
GO:0016192,"ENSG00000095139,ENSG00000184432,ENSG00000092108,ENSG00000070718,ENSG00000133318,ENSG00000141367,ENSG00000258466,ENSG00000256861,ENSG00000100568,ENSG00000085719,ENSG00000100528,ENSG00000177879,ENSG00000079332","ARCN1,COPB2,SCFD1,AP3M2,RTN3,CLTC,RP11-1012A1.4,RP11-512M8.5,VTI1B,CPNE3,CNIH1,AP3S1,SAR1A",biological_process,vesicle-mediated transport,17,13,222,10.5441768429,5.21145804962,excluded,MN
GO:0030154,"ENSG00000067560,ENSG00000173933,ENSG00000244687,ENSG00000248643,ENSG00000074319,ENSG00000114416,ENSG00000116918,ENSG00000175183,ENSG00000068796,ENSG00000105254","RHOA,RBM4,UBE2V1,RBM14-RBM4,TSG101,FXR1,TSNAX,CSRP2,KIF2A,TBCB",biological_process,cell differentiation,12,10,461,10.4326948957,5.09997610243,excluded,MN
GO:0016044,"ENSG00000095139,ENSG00000184432,ENSG00000138674,ENSG00000157020,ENSG00000141367,ENSG00000105669,ENSG00000074319,ENSG00000134644,ENSG00000221983,ENSG00000136738","ARCN1,COPB2,SEC31A,SEC13,CLTC,COPE,TSG101,PUM1,UBA52,STAM",biological_process,cellular membrane organization,12,10,100,10.4326948957,5.09997610243,excluded,MN
GO:0030168,"ENSG00000164924,ENSG00000067560,ENSG00000128595,ENSG00000196262,ENSG00000149925,ENSG00000143933,ENSG00000186469,ENSG00000198668","YWHAZ,RHOA,CALU,PPIA,ALDOA,CALM2,GNG2,CALM1",biological_process,platelet activation,9,8,218,10.2817175804,4.94899878718,excluded,MN
GO:0006200,"ENSG00000165629,ENSG00000076242,ENSG00000152234,ENSG00000163636,ENSG00000154723,ENSG00000241837,ENSG00000167283,ENSG00000127603","ATP5C1,MLH1,ATP5A1,PSMD6,ATP5J,ATP5O,ATP5L,MACF1",biological_process,ATP catabolic process,9,8,88,10.2817175804,4.94899878718,excluded,MN
GO:0007399,"ENSG00000124177,ENSG00000270136,ENSG00000149557,ENSG00000073584,ENSG00000131238,ENSG00000066427,ENSG00000068796,ENSG00000105254","CHD6,MINOS1-NBL1,FEZ1,SMARCE1,PPT1,ATXN3,KIF2A,TBCB",biological_process,nervous system development,9,8,334,10.2817175804,4.94899878718,excluded,MN
GO:0018279,"ENSG00000120697,ENSG00000138674,ENSG00000157020,ENSG00000127022,ENSG00000118705,ENSG00000101901,ENSG00000129562,ENSG00000198856","ALG5,SEC31A,SEC13,CANX,RPN2,ALG13,DAD1,OSTC",biological_process,protein N-linked glycosylation via asparagine,9,8,94,10.2817175804,4.94899878718,excluded,MN
GO:0008285,"ENSG00000078304,ENSG00000134982,ENSG00000111653,ENSG00000124802,ENSG00000180228,ENSG00000167085,ENSG00000074319,ENSG00000100532,ENSG00000150093,ENSG00000239672,ENSG00000162521","PPP2R5C,APC,ING4,EEF1E1,PRKRA,PHB,TSG101,CGRRF1,ITGB1,NME1,RBBP4",biological_process,negative regulation of cell proliferation,14,11,409,9.90202155251,4.56930275925,excluded,MN
GO:0007173,"ENSG00000108946,ENSG00000166913,ENSG00000141367,ENSG00000133703,ENSG00000221983,ENSG00000070831,ENSG00000143933,ENSG00000198668,ENSG00000136738","PRKAR1A,YWHAB,CLTC,KRAS,UBA52,CDC42,CALM2,CALM1,STAM",biological_process,epidermal growth factor receptor signaling pathway,11,9,135,9.37039059096,4.03767179769,excluded,MN
GO:0008152,"ENSG00000198130,ENSG00000101247,ENSG00000093144,ENSG00000075239,ENSG00000071462,ENSG00000163931,ENSG00000117054,ENSG00000126457,ENSG00000131828","HIBCH,NDUFAF5,ECHDC1,ACAT1,WBSCR22,TKT,ACADM,PRMT1,PDHA1",biological_process,metabolic process,11,9,486,9.37039059096,4.03767179769,excluded,MN
GO:0043687,"ENSG00000120697,ENSG00000138674,ENSG00000157020,ENSG00000151665,ENSG00000127022,ENSG00000118705,ENSG00000100564,ENSG00000101901,ENSG00000129562","ALG5,SEC31A,SEC13,PIGF,CANX,RPN2,PIGH,ALG13,DAD1",biological_process,post-translational protein modification,11,9,192,9.37039059096,4.03767179769,excluded,MN
GO:0000087,"ENSG00000157020,ENSG00000007168,ENSG00000135698,ENSG00000177954,ENSG00000182628,ENSG00000117697,ENSG00000068796","SEC13,PAFAH1B1,MPHOSPH6,RPS27,SKA2,NSL1,KIF2A",biological_process,M phase of mitotic cell cycle,8,7,98,9.13679515295,3.80407635968,excluded,MN
GO:0000226,"ENSG00000159140,ENSG00000007168,ENSG00000167552,ENSG00000135720,ENSG00000140463,ENSG00000151914,ENSG00000066427","SON,PAFAH1B1,TUBA1A,DYNC1LI2,BBS4,DST,ATXN3",biological_process,microtubule cytoskeleton organization,8,7,76,9.13679515295,3.80407635968,excluded,MN
GO:0007507,"ENSG00000075142,ENSG00000141002,ENSG00000108946,ENSG00000164305,ENSG00000138495,ENSG00000114126,ENSG00000117054","SRI,TCF25,PRKAR1A,CASP3,COX17,TFDP2,ACADM",biological_process,heart development,8,7,190,9.13679515295,3.80407635968,excluded,MN
GO:0008543,"ENSG00000108946,ENSG00000166913,ENSG00000133703,ENSG00000108061,ENSG00000221983,ENSG00000143933,ENSG00000198668","PRKAR1A,YWHAB,KRAS,SHOC2,UBA52,CALM2,CALM1",biological_process,fibroblast growth factor receptor signaling pathway,8,7,122,9.13679515295,3.80407635968,excluded,MN
GO:0050434,"ENSG00000092201,ENSG00000187735,ENSG00000168002,ENSG00000125651,ENSG00000188342,ENSG00000100142,ENSG00000154582","SUPT16H,TCEA1,POLR2G,GTF2F1,GTF2F2,POLR2F,TCEB1",biological_process,positive regulation of viral transcription,8,7,56,9.13679515295,3.80407635968,excluded,MN
GO:0006369,"ENSG00000182004,ENSG00000115875,ENSG00000116754,ENSG00000112081,ENSG00000143977,ENSG00000133226,ENSG00000176102","SNRPE,SRSF7,SRSF11,SRSF3,SNRPG,SRRM1,CSTF3",biological_process,termination of RNA polymerase II transcription,8,7,48,9.13679515295,3.80407635968,excluded,MN
GO:0006406,"ENSG00000151247,ENSG00000115875,ENSG00000116754,ENSG00000125676,ENSG00000112081,ENSG00000133226,ENSG00000157349","EIF4E,SRSF7,SRSF11,THOC2,SRSF3,SRRM1,DDX19B",biological_process,mRNA export from nucleus,8,7,72,9.13679515295,3.80407635968,excluded,MN
GO:0006468,"ENSG00000139180,ENSG00000168002,ENSG00000069956,ENSG00000121989,ENSG00000100142,ENSG00000096063,ENSG00000174891,ENSG00000180228,ENSG00000140443,ENSG00000149269,ENSG00000101266,ENSG00000114956","NDUFA9,POLR2G,MAPK6,ACVR2A,POLR2F,SRPK1,RSRC1,PRKRA,IGF1R,PAK1,CSNK2A1,DGUOK",biological_process,protein phosphorylation,17,12,648,8.48386434611,3.15114555285,excluded,MN
GO:0007067,"ENSG00000153140,ENSG00000122545,ENSG00000007168,ENSG00000128989,ENSG00000090061,ENSG00000141367,ENSG00000182628,ENSG00000152240,ENSG00000165416,ENSG00000141552,ENSG00000108010,ENSG00000168385,ENSG00000058272","CETN3,SEPT7,PAFAH1B1,ARPP19,CCNK,CLTC,SKA2,HAUS1,SUGT1,ANAPC11,GLRX3,SEPT2,PPP1R12A",biological_process,mitosis,19,13,204,8.40172805665,3.06900926338,excluded,MN
GO:0043123,"ENSG00000101558,ENSG00000067560,ENSG00000244687,ENSG00000155366,ENSG00000198160,ENSG00000144136,ENSG00000186908,ENSG00000221983","VAPA,RHOA,UBE2V1,RHOC,MIER1,SLC20A1,ZDHHC17,UBA52",biological_process,positive regulation of I-kappaB kinase/NF-kappaB cascade,10,8,161,8.3163457393,2.98362694604,excluded,MN
GO:0006928,"ENSG00000125868,ENSG00000184009,ENSG00000163466,ENSG00000116489,ENSG00000198898,ENSG00000143549,ENSG00000075624,ENSG00000127603","DSTN,ACTG1,ARPC2,CAPZA1,CAPZA2,TPM3,ACTB,MACF1",biological_process,cellular component movement,10,8,108,8.3163457393,2.98362694604,excluded,MN
GO:0009615,"ENSG00000133112,ENSG00000106588,ENSG00000256646,ENSG00000125651,ENSG00000180228,ENSG00000134419","TPT1,PSMA2,PSMA2,GTF2F1,PRKRA,RPS15A",biological_process,response to virus,7,6,134,7.99250184526,2.65978305199,excluded,MN
GO:0021766,"ENSG00000108953,ENSG00000007168,ENSG00000140463,ENSG00000011052,ENSG00000239672,ENSG00000196591","YWHAE,PAFAH1B1,BBS4,NME2,NME1,HDAC2",biological_process,hippocampus development,7,6,42,7.99250184526,2.65978305199,excluded,MN
GO:0051056,"ENSG00000067560,ENSG00000155366,ENSG00000070831,ENSG00000057608,ENSG00000128656,ENSG00000126858","RHOA,RHOC,CDC42,GDI2,CHN1,RHOT1",biological_process,regulation of small GTPase mediated signal transduction,7,6,180,7.99250184526,2.65978305199,excluded,MN
GO:0055086,"ENSG00000178035,ENSG00000114956,ENSG00000243678,ENSG00000198431,ENSG00000011052,ENSG00000239672","IMPDH2,DGUOK,NME1-NME2,TXNRD1,NME2,NME1",biological_process,nucleobase-containing small molecule metabolic process,7,6,73,7.99250184526,2.65978305199,excluded,MN
GO:0051726,"ENSG00000121022,ENSG00000159140,ENSG00000204628,ENSG00000134982,ENSG00000166946,ENSG00000150093","COPS5,SON,GNB2L1,APC,CCNDBP1,ITGB1",biological_process,regulation of cell cycle,7,6,101,7.99250184526,2.65978305199,excluded,MN
GO:0007409,"ENSG00000131711,ENSG00000133026,ENSG00000134982,ENSG00000140443,ENSG00000151914,ENSG00000075624","MAP1B,MYH10,APC,IGF1R,DST,ACTB",biological_process,axonogenesis,7,6,107,7.99250184526,2.65978305199,excluded,MN
GO:0007265,"ENSG00000148484,ENSG00000166913,ENSG00000133703,ENSG00000145907,ENSG00000108061,ENSG00000138592","RSU1,YWHAB,KRAS,G3BP1,SHOC2,USP8",biological_process,Ras protein signal transduction,7,6,81,7.99250184526,2.65978305199,excluded,MN
GO:0006950,"ENSG00000166598,ENSG00000108848,ENSG00000133318,ENSG00000110172,ENSG00000180228,ENSG00000100532","HSP90B1,LUC7L3,RTN3,CHORDC1,PRKRA,CGRRF1",biological_process,response to stress,7,6,165,7.99250184526,2.65978305199,excluded,MN
GO:0007186,"ENSG00000120805,ENSG00000143933,ENSG00000186469,ENSG00000198668,ENSG00000079332,ENSG00000162604","ARL1,CALM2,GNG2,CALM1,SAR1A,TM2D1",biological_process,G-protein coupled receptor signaling pathway,7,6,1079,7.99250184526,2.65978305199,excluded,MN
